20151101
18         CHER                          
LIEU-DIT   LA BOERE                   
LIEU-DIT   BOIS DE BEAUREGARD         
LIEU-DIT   BOIS DE CHANDILLON         
LIEU-DIT   BOIS DE LA CHATELERIE      
LIEU-DIT   BOIS DE LA GRANGE NEUVE    
LIEU-DIT   BOIS DE LA PRETE           
LIEU-DIT   BOIS DES PRINCES           
LIEU-DIT   BOIS DU CHENE              
LIEU-DIT   BOIS DU LAC                
LIEU-DIT   LE BOIS MASSAY             
LIEU-DIT   LE BOIS MITEAU             
LIEU-DIT   BOIS POUBEAU               
LIEU-DIT   LES BONNINS VILLAGE        
LIEU-DIT   LE BOSTARD                 
LIEU-DIT   LA BOUCHETTE               
LIEU-DIT   LES BOURDOINS              
LIEU-DIT   LES BOURETS VILLAGE        
LIEU-DIT   LE BOURG                   
LIEU-DIT   LA BOURGEOISIE             
LIEU-DIT   LE BOURNEAU                
LIEU-DIT   LES BREUZARDS              
LIEU-DIT   LES BRULERIES              
LIEU-DIT   LES BUISSONS               
LIEU-DIT   LES BUTTEAUX               
LIEU-DIT   LES BUZAINES               
LIEU-DIT   LES CAMUZATS VILLAGE       
LIEU-DIT   LE CARROUX                 
LIEU-DIT   LE CARROUX                 
LIEU-DIT   CHALIVOY                   
LIEU-DIT   CHAMP BONNEAU              
LIEU-DIT   CHAMP CARRE                
LIEU-DIT   LE CHAMP CHARTIER          
LIEU-DIT   CHAMP D HERRY              
LIEU-DIT   CHAMP DE CHENE             
LIEU-DIT   CHAMP DE DEVANT            
LIEU-DIT   CHAMP DE GALANTIN          
LIEU-DIT   LE CHAMP DE L USAGE        
LIEU-DIT   CHAMP DE LA FONTAINE       
LIEU-DIT   CHAMP DE LA GARENNE        
LIEU-DIT   CHAMP DE LA MAISON         
LIEU-DIT   CHAMP DE VILLATE           
LIEU-DIT   CHAMP DES CAILLES          
LIEU-DIT   LE CHAMP DES GRAVATS       
LIEU-DIT   LE CHAMP DES NOIRS         
LIEU-DIT   CHAMP DES VESSES           
LIEU-DIT   CHAMP DU CORBIER           
LIEU-DIT   CHAMP DU LAC               
LIEU-DIT   CHAMP DU MARAIS            
LIEU-DIT   LE CHAMP DU PUITS          
LIEU-DIT   CHAMP GAILLARD             
LIEU-DIT   CHAMP PALOT                
LIEU-DIT   CHAMP POINTU               
LIEU-DIT   CHAMP RAGOT                
LIEU-DIT   CHAMP RAVIN                
LIEU-DIT   CHAMPALAY VILLAGE          
LIEU-DIT   CHAMPLAY VILLAGE           
LIEU-DIT   LES CHAMPS BROULTS         
LIEU-DIT   LES CHAMPS BUISSONS        
LIEU-DIT   CHAMPS CAFARDS             
LIEU-DIT   LES CHAMPS CONTRE          
LIEU-DIT   CHAMPS DE DEVANT           
LIEU-DIT   CHAMPS DE LA MAISON        
LIEU-DIT   CHAMPS DE VAUVRETTE        
LIEU-DIT   CHAMPS MARTIN              
LIEU-DIT   LES CHAMPS MARTINAUX       
LIEU-DIT   CHAMPS MEURICE             
LIEU-DIT   CHAMPS RENARDS             
LIEU-DIT   LES CHAMPS RENOIRS         
LIEU-DIT   LES CHAMPS SAULETS         
LIEU-DIT   LA CHARBONNERIE            
LIEU-DIT   LES CHARBONNERIES          
LIEU-DIT   LA CHARBONNIERE            
LIEU-DIT   LES CHARMES                
LIEU-DIT   LA CHAUME                  
LIEU-DIT   LES CHAUMES                
LIEU-DIT   LES CHEMINEES              
LIEU-DIT   LE CHENE                   
LIEU-DIT   LES CHETIVES VIGNES        
LIEU-DIT   LES COMMUNAUX              
LIEU-DIT   LA CONDREE                 
LIEU-DIT   LES COQUES CHAPOTEES       
LIEU-DIT   LA CORDILLE                
LIEU-DIT   LA COUDREE                 
LIEU-DIT   LA CRAINCIAUDE             
LIEU-DIT   LES CRESLES                
LIEU-DIT   LE CROT BALLAND            
LIEU-DIT   LE CROT DE LA MOTHE        
LIEU-DIT   CROT DES MATINES           
LIEU-DIT   LES CROTS                  
LIEU-DIT   LES DEFRICHERIES           
LIEU-DIT   LES DESSERTIS              
LIEU-DIT   DOMAINE DE GRANGE NEUVE    
LIEU-DIT   DOMAINE DE VILLATTE        
LIEU-DIT   DOMAINE DU CARROUX         
LIEU-DIT   LES DOS D ANES             
LIEU-DIT   LES ECHINES                
LIEU-DIT   L ESSART BASSON            
LIEU-DIT   LES ESSARTS                
LIEU-DIT   L ETANG                    
LIEU-DIT   LES EVEQUES                
LIEU-DIT   LES FAUVEAUX               
LIEU-DIT   FERME DES TANNIERES        
LIEU-DIT   LA FONTAINE AU TOUR        
LIEU-DIT   LES GALANTINS              
LIEU-DIT   LA GARENNE                 
LIEU-DIT   GARENNE DE CHALIVOY        
LIEU-DIT   LA GARENNE DE FOY          
LIEU-DIT   GARENNE DES CHANDILLONS    
LIEU-DIT   LA GARENNE DES CHANDILLONS 
LIEU-DIT   LES GARENNES               
LIEU-DIT   LES GARENNES DES BOURETS   
LIEU-DIT   LES GARSOUILLERIES         
LIEU-DIT   LES GATELLARDS             
LIEU-DIT   LE GRAND CHAMP             
LIEU-DIT   LE GRAND CHAMP DE DEVANT   
LIEU-DIT   GRAND PATUREAU             
LIEU-DIT   LE GRAND PATUREAU          
LIEU-DIT   LE GRAND RUELLE            
LIEU-DIT   LA GRANDE PIECE            
LIEU-DIT   LES GRANDES CHAUMES        
LIEU-DIT   LES GRANDES OUCHES         
LIEU-DIT   LES GRANDES RUESSES        
LIEU-DIT   GRANDS BUTTEAUX            
LIEU-DIT   GRANDS CHAMPS              
LIEU-DIT   LES GRANDS CHAMPS          
LIEU-DIT   LES GRAVATS                
LIEU-DIT   LES GREVES                 
LIEU-DIT   LES GROS BUISSONS          
LIEU-DIT   LES HATES                  
LIEU-DIT   LA JAGNE                   
LIEU-DIT   LE LAC                     
LIEU-DIT   LA LOGE                    
LIEU-DIT   LES MARDELLES              
LIEU-DIT   LA METAIRIE                
LIEU-DIT   LES MILLACHERIES           
LIEU-DIT   LES MONTEAUX               
LIEU-DIT   LE MONTILLON DOMAINE       
LIEU-DIT   LA NOUATTE                 
LIEU-DIT   LES NOURATTES              
LIEU-DIT   L OUCHE TURPIN             
LIEU-DIT   LA PAILLOTTE               
LIEU-DIT   LES PATOUILLATS            
LIEU-DIT   LES PATUREAUX              
LIEU-DIT   LES PERCHES                
LIEU-DIT   LE PERTUIS DU BOIS         
LIEU-DIT   LE PETIT RUELLE            
LIEU-DIT   LA PETITE CORDILLE         
LIEU-DIT   LES PETITES CHAUMES        
LIEU-DIT   LES PETITES MAISONS        
LIEU-DIT   LES PETITES MARDELLES      
LIEU-DIT   LES PETITES OUCHES         
LIEU-DIT   LES PETITS CHAMPS          
LIEU-DIT   LA PLAINE                  
LIEU-DIT   LES PLANTES                
LIEU-DIT   PRE PIVIN                  
LIEU-DIT   LA PREE                    
LIEU-DIT   PRES DE BESSY L EAU        
LIEU-DIT   PRES DES BALANDS           
LIEU-DIT   PRES DES MOTTES            
LIEU-DIT   PRES DU MOULIN             
LIEU-DIT   PRES LONGS                 
LIEU-DIT   LES QUINAULTS VILLAGE      
LIEU-DIT   LA RAIMBAUDERIE            
LIEU-DIT   LES RAPINS                 
LIEU-DIT   LES REAUX                  
LIEU-DIT   LES RENARDIERES            
LIEU-DIT   LES RENAUDS                
LIEU-DIT   LA RENOUD                  
LIEU-DIT   LES RIGLINS                
LIEU-DIT   LA ROCHIERE                
LIEU-DIT   LES RUES D HERRY           
LIEU-DIT   LES SABLES                 
LIEU-DIT   LES SAPINS                 
LIEU-DIT   LA SARREE                  
LIEU-DIT   LE SAUGNY                  
LIEU-DIT   LES SAULETS                
LIEU-DIT   LES SAULIERES              
LIEU-DIT   LES SOUCIS                 
LIEU-DIT   LA SUCRERIE                
LIEU-DIT   LES TANNIERES              
LIEU-DIT   TERRE DE LAPSIE            
LIEU-DIT   TERRES DE BESSY L EAU      
LIEU-DIT   LES TERRES DE CHALIVOY     
LIEU-DIT   TERRES DE MIREBEAU         
LIEU-DIT   TERRES DES PRINCES         
LIEU-DIT   LA TOURTOISIE              
LIEU-DIT   LES TREMBLES               
LIEU-DIT   LA TUILERIE                
LIEU-DIT   LES USAGES                 
LIEU-DIT   LES USAGES D HERRY         
LIEU-DIT   LES USAGES DES RIGLINS     
LIEU-DIT   LES USAGES DES SOUCIS      
LIEU-DIT   LA VERGE                   
LIEU-DIT   VIGNES DE CHAMPALAY        
LIEU-DIT   LA BESSONNATERIE           
LIEU-DIT   LA CAFARDERIE              
LIEU-DIT   VAUVRETTE                  
LIEU-DIT   LE CHATEAU                 
LIEU-DIT   LA CHEVALERIE              
LIEU-DIT   LES POMMIERS               
LIEU-DIT   LE CORBIER DE SEPTS ANS    
RUE        DE L ABREUVOIR             
PLACE      DU CHAMP DE FOIRE          
IMPASSE    DU CROT HATIN              
RUE        DU 19 MARS 1962            
RUE        DE L ECLUSE                
RUE        DE LA FORGE                
RUE        DE LA GARENNE              
RUE        DU GRAVILLON               
RUE        DU PARADIS                 
RUE        DU PORT                    
RUE        DU PRIEURE                 
RUE        DE VILLATTE                
ROUTE      DE POUILLY                 
ROUTE      DE SANCERRE                
ROUTE      DE SANCERGUES              
           commune :     HUMBLIGNY                      departement : CHER                          
LIEU-DIT   LES ANES                   
LIEU-DIT   LES ARRENTIS               
LIEU-DIT   LES AUBRES                 
LIEU-DIT   LES AULNES                 
LIEU-DIT   LES BARONS                 
LIEU-DIT   BASSE CHAUME               
LIEU-DIT   LES BEAUX FOURS            
LIEU-DIT   BEL AIR                    
LIEU-DIT   LES BERTHES                
LIEU-DIT   LES BIEFS                  
LIEU-DIT   LES BIONS                  
LIEU-DIT   LES BLANCHAIS              
LIEU-DIT   LA BLOU                    
LIEU-DIT   BOIS BATTU                 
LIEU-DIT   BOIS D HUMBLIGNY           
LIEU-DIT   BOIS DE CONQUES            
LIEU-DIT   BOIS DE TRILLANT           
LIEU-DIT   BOIS MORIN                 
LIEU-DIT   BOIS ROND                  
LIEU-DIT   LES BONDONNEES             
LIEU-DIT   LA BORNONERIE              
LIEU-DIT   LES BOULLOIS               
LIEU-DIT   LA BOULOIE                 
LIEU-DIT   BOURG                      
LIEU-DIT   LA BOUTANDRIE              
LIEU-DIT   LES BREUILLEES             
LIEU-DIT   LA BRICARDE                
LIEU-DIT   LES BRINDETS               
LIEU-DIT   LE BUISSON DES CORNEUILLON 
LIEU-DIT   LE BUISSON DES OUCHES      
LIEU-DIT   LE BUISSON FERRAND         
LIEU-DIT   LE BUISSON TALBOT          
LIEU-DIT   LES BUISSONS               
LIEU-DIT   LES CALLIERES              
LIEU-DIT   CARROIR CHOMARD            
LIEU-DIT   CARROIR DE PANT LOUP       
LIEU-DIT   CEVRY                      
LIEU-DIT   LES CHADAINS               
LIEU-DIT   LE CHAILLOU                
LIEU-DIT   LE CHAILLOUX               
LIEU-DIT   LES CHAILLOUX              
LIEU-DIT   CHAMP DE DERRIERE          
LIEU-DIT   CHAMP DE DEVANT            
LIEU-DIT   CHAMP DE LA COGNEE         
LIEU-DIT   CHAMP DE LA FONTAINE       
LIEU-DIT   CHAMP DE LA GRANGE         
LIEU-DIT   CHAMP DE LA LIMACE         
LIEU-DIT   LE CHAMP DE LA PLANTE      
LIEU-DIT   CHAMP DE LA TAILLE         
LIEU-DIT   CHAMP DE LA VIGNE          
LIEU-DIT   CHAMP DE SUS               
LIEU-DIT   LE CHAMP DES TAILLES       
LIEU-DIT   LE CHAMP DU BOIS           
LIEU-DIT   CHAMP GILBERT              
LIEU-DIT   CHAMP MONTOUX              
LIEU-DIT   CHAMPARLAN D EN BAS        
LIEU-DIT   CHAMPARLAN D EN HAUT       
LIEU-DIT   CHAMPS BAUDRON             
LIEU-DIT   CHAMPS D EN BAS            
LIEU-DIT   CHAMPS D EN HAUT           
LIEU-DIT   CHAMPS DE BELIN            
LIEU-DIT   LES CHAMPS DE BLIN         
LIEU-DIT   CHAMPS DE BLIN             
LIEU-DIT   CHAMPS DE BOIS ROND        
LIEU-DIT   LES CHAMPS DE BOURACHON    
LIEU-DIT   CHAMPS DE CHANTENAY        
LIEU-DIT   CHAMPS DE DEVANT           
LIEU-DIT   CHAMPS DE LA FONTAINE      
LIEU-DIT   LES CHAMPS DE LASS         
LIEU-DIT   CHAMPS DES AULNES          
LIEU-DIT   CHAMPS DES FOSSES          
LIEU-DIT   LES CHAMPS FERMES          
LIEU-DIT   CHAMPS JOUANNIN            
LIEU-DIT   LES CHAMPS L AIR           
LIEU-DIT   CHAMPS MESSIE              
LIEU-DIT   CHAMPS MOHUN               
LIEU-DIT   CHAMPS PERIEUX             
LIEU-DIT   LA CHAUME                  
LIEU-DIT   LES CHENES                 
LIEU-DIT   LE CHETIF MOULIN           
LIEU-DIT   LES CHEZEAUX               
LIEU-DIT   LES CHIANANTS              
LIEU-DIT   LES CHIANONS               
LIEU-DIT   LES CHICHARDS              
LIEU-DIT   LES CHOCHERONS             
LIEU-DIT   LES CHOPARTS               
LIEU-DIT   LE CLAUDIS                 
LIEU-DIT   LES CLAUDIS                
LIEU-DIT   CLOS DU GROS CHENE         
LIEU-DIT   CLOS FERRANT               
LIEU-DIT   LE COMMUNAL                
LIEU-DIT   LES COMTESSES              
LIEU-DIT   CONQUES BAS VILLAGE        
LIEU-DIT   CONQUES HAUT VILLAGE       
LIEU-DIT   LES CORBEAUX               
LIEU-DIT   LE CORMIER                 
LIEU-DIT   LA COTE BEHAUT             
LIEU-DIT   LES COTEAUX                
LIEU-DIT   LES COURTES MANCHES        
LIEU-DIT   LE CREPINAIS               
LIEU-DIT   LES CROIX                  
LIEU-DIT   LES CROTIS                 
LIEU-DIT   LES DAVIS                  
LIEU-DIT   LE DESERT                  
LIEU-DIT   LE DESSUS DES VIGNES       
LIEU-DIT   DOMAINE DE BLIN            
LIEU-DIT   DOMAINE DE LA ROUTE        
LIEU-DIT   LES DOUEES                 
LIEU-DIT   L EPINETTE                 
LIEU-DIT   FAIT DE TRILLANT           
LIEU-DIT   LES FAVIOTS                
LIEU-DIT   LA FERRIERE                
LIEU-DIT   LES FERTISSES              
LIEU-DIT   LA FEUILLARDE              
LIEU-DIT   LES FOSSES                 
LIEU-DIT   FRANCHAUD                  
LIEU-DIT   LA FRETICE                 
LIEU-DIT   LES GALLANDS               
LIEU-DIT   LES GAUDOUINS              
LIEU-DIT   LES GIMARDERIES            
LIEU-DIT   LE GRAND CHAMP             
LIEU-DIT   LE GRAND CHAMP DES TREMBLE 
LIEU-DIT   LE GRAND SALARDON          
LIEU-DIT   LA GRANDE BUISSONNIERE     
LIEU-DIT   LA GRANDE PIECE            
LIEU-DIT   LA GRANDE TERRE            
LIEU-DIT   LES GRANDES FERTISSES      
LIEU-DIT   LES GRANDS BUISSONS        
LIEU-DIT   LES GRANDS CHAMPS          
LIEU-DIT   GRANDS CHAMPS DE LA CHAUME 
LIEU-DIT   LES GRANDS PRES            
LIEU-DIT   GRIVIOT                    
LIEU-DIT   LE GROS CHENE              
LIEU-DIT   LES GROSSES BONDES         
LIEU-DIT   HAUT LE GUERET             
LIEU-DIT   LES HERBES                 
LIEU-DIT   LE HETRE                   
LIEU-DIT   LA JARRERIE                
LIEU-DIT   LES LAURETS                
LIEU-DIT   LHERMINIER                 
LIEU-DIT   LES LIMOISES               
LIEU-DIT   LES MARDELLES              
LIEU-DIT   LA MARNE                   
LIEU-DIT   LES MARNIERES              
LIEU-DIT   LES MAUVAISES TERRES       
LIEU-DIT   LES MERISIERS              
LIEU-DIT   METAIRIE DES VIGNES        
LIEU-DIT   LA MICHOTERIE              
LIEU-DIT   LES MILLETS                
LIEU-DIT   LA MOTTE                   
LIEU-DIT   LES MOTTES                 
LIEU-DIT   LE MOULIN A VENT           
LIEU-DIT   LES MURAILLES              
LIEU-DIT   LE NICHAS                  
LIEU-DIT   LES NOELS                  
LIEU-DIT   LES NOVAILLES              
LIEU-DIT   LES OUCHES                 
LIEU-DIT   LES OUCHES DES RIOUX       
LIEU-DIT   LE PACAGE                  
LIEU-DIT   PACAGE DE LA SAULDRE       
LIEU-DIT   LES PACAGES                
LIEU-DIT   PAS REGNY                  
LIEU-DIT   PATURAGES DE FRANCHAUD     
LIEU-DIT   LES PATUREAUX              
LIEU-DIT   LE PETIT CHAILLOU          
LIEU-DIT   LE PETIT SALARDON          
LIEU-DIT   LA PETITE BUISSONNIERE     
LIEU-DIT   LES PETITES FERTISSES      
LIEU-DIT   LES PETITES TAILLES        
LIEU-DIT   LES PETITS CHAILLOUX       
LIEU-DIT   PISSET                     
LIEU-DIT   LA POINTE                  
LIEU-DIT   LES POISSARDS              
LIEU-DIT   LE POMMIER CORDELE         
LIEU-DIT   LE PORTEAU                 
LIEU-DIT   LES POTERIES               
LIEU-DIT   LES POTIERS                
LIEU-DIT   LE PRE AUX PRETRES         
LIEU-DIT   LE PRE BONDOUEE            
LIEU-DIT   PRE BOURA                  
LIEU-DIT   PRE CARRE                  
LIEU-DIT   PRE DE LA LUNETTE          
LIEU-DIT   PRE DE LA RENTE            
LIEU-DIT   PRE DE LA ROUE             
LIEU-DIT   PRE DES DOUEES             
LIEU-DIT   PRE DU MOULIN              
LIEU-DIT   PRE GAREAU                 
LIEU-DIT   PRE LACOUR                 
LIEU-DIT   PRE PICOT                  
LIEU-DIT   LE PRE RUELLET             
LIEU-DIT   PRES BERNON                
LIEU-DIT   LES PRES BOUCHES           
LIEU-DIT   PRES DE CHANTENAIS         
LIEU-DIT   LES PRES DE DIEZ           
LIEU-DIT   PRES DE L ETANG            
LIEU-DIT   PRES DE LA BOUTANDRIE      
LIEU-DIT   PRES DE LA GRANGE          
LIEU-DIT   PRES DE LA VALLEE          
LIEU-DIT   PRES DE TRILLANT           
LIEU-DIT   PRES DE VAUMIGNONS         
LIEU-DIT   PRES DES ELIES             
LIEU-DIT   PRES DES FONDREES          
LIEU-DIT   PRES DES FOSSES            
LIEU-DIT   PRES DU MOULIN             
LIEU-DIT   PRES DU PONT               
LIEU-DIT   PRES LONGS                 
LIEU-DIT   PRES TURIOTS               
LIEU-DIT   LES PREVINS                
LIEU-DIT   LES PRIOUX                 
LIEU-DIT   LA RABONNIE                
LIEU-DIT   LES RAVIES                 
LIEU-DIT   LA RENAUDERIE              
LIEU-DIT   LES RIGOLLES               
LIEU-DIT   LE RIOU                    
LIEU-DIT   LES ROMPIS                 
LIEU-DIT   LES ROUINES                
LIEU-DIT   LES RUETTES                
LIEU-DIT   LES SABLONNIERES           
LIEU-DIT   LE SALARDON                
LIEU-DIT   LA SAULDRE                 
LIEU-DIT   SENTE DE NEUVY             
LIEU-DIT   LES SORETS                 
LIEU-DIT   TAILLE A LA DOUCEE         
LIEU-DIT   LA TAILLE BOURIQUE         
LIEU-DIT   TAILLE DES BOIS            
LIEU-DIT   TAILLE DES LOGES           
LIEU-DIT   TAILLE DU BOIS             
LIEU-DIT   TAILLE DU CHAMP DE DERRIER 
LIEU-DIT   TAILLE ROUILLEE            
LIEU-DIT   TERRE DE L AVOCATERIE      
LIEU-DIT   TERRE DES GRANDS PRES      
LIEU-DIT   LA TERRE DU PUITS          
LIEU-DIT   TERRES A NOE               
LIEU-DIT   LES TERRES BLANCHES        
