20151101
58         NIEVRE                        
RUE        DE LA FONTAINE             
RUE        DE LA MAIRIE               
RUE        DU PUITS                   
RUE        DE L'ARDAN                 
RUE        SAINT ANDOCHE              
RUE        DE TRESSOLLES              
RUE        DU CHATEAU                 
RUE        DES CHATS                  
           commune :     IMPHY                          departement : NIEVRE                        
HLM        JEAN JAURES                
HLM        LA GARENNE                 
LIEU-DIT   LES ABATEES                
LIEU-DIT   LES AMAS                   
LIEU-DIT   ANCIENNE USINE             
LIEU-DIT   L AVOINERIE                
LIEU-DIT   LE BEUCHE                  
LIEU-DIT   BOIS BRULE                 
LIEU-DIT   BOIS DE BOULATRE           
LIEU-DIT   BOIS DE LANDRE             
LIEU-DIT   BOIS RICHOUX               
LIEU-DIT   LE BOURG                   
LIEU-DIT   LE BUISSON                 
LIEU-DIT   BUISSON RANGE              
LIEU-DIT   LA BUTTE                   
LIEU-DIT   LA CAILLONNERIE            
LIEU-DIT   CANTONNEMENT DE LA GARE    
LIEU-DIT   LA CARRIERE                
LIEU-DIT   LE CHAILLOU                
LIEU-DIT   LA CHALUERE                
LIEU-DIT   LE CHAMP AU PRETRE         
LIEU-DIT   CHAMP CARREAU              
LIEU-DIT   CHAMP CUTIN                
LIEU-DIT   CHAMP DE BALLET            
LIEU-DIT   CHAMP DE L ECHENEAU        
LIEU-DIT   CHAMP DE L ETANG           
LIEU-DIT   CHAMP DE LA CARRIERE       
LIEU-DIT   CHAMP DE LA CHAUME         
LIEU-DIT   CHAMP DE LA DEMOISELLE     
LIEU-DIT   CHAMP DE LA GRANGE         
LIEU-DIT   CHAMP DE LA PIERRE         
LIEU-DIT   CHAMP DE LA PIERRE ECRITE  
LIEU-DIT   CHAMP DE LA VARENNE        
LIEU-DIT   LE CHAMP DE LIGNEAUX       
LIEU-DIT   CHAMP DES CHAMONTS         
LIEU-DIT   CHAMP DES CHENES           
LIEU-DIT   CHAMP DES COMMES           
LIEU-DIT   CHAMP DES CRAIES           
LIEU-DIT   CHAMP DES FOSSES           
LIEU-DIT   CHAMP DES GRYOTIERS        
LIEU-DIT   CHAMP DES JALONS           
LIEU-DIT   CHAMP DES MESURES          
LIEU-DIT   CHAMP DES NOYERS           
LIEU-DIT   CHAMP DES PLANTES          
LIEU-DIT   CHAMP DEVANT               
LIEU-DIT   CHAMP DU CHAILLOU MAGUIN   
LIEU-DIT   CHAMP DU CHENE             
LIEU-DIT   CHAMP DU MOULIN            
LIEU-DIT   CHAMP MIGNOT               
LIEU-DIT   CHAMP ROND                 
LIEU-DIT   CHAMP ROULEAU              
LIEU-DIT   CHAMP TIRECOU              
LIEU-DIT   CHAMP TRICOT               
LIEU-DIT   CHAMPS AUBERT              
LIEU-DIT   CHAMP DES PEUPLIERS        
LIEU-DIT   LA CHAUME A LA BERGERE     
LIEU-DIT   CHAUME D EMPRUN            
LIEU-DIT   LE CHAZEAU                 
LIEU-DIT   CITE DE L ABATTOIR         
LIEU-DIT   CITE DE LA GARE            
LIEU-DIT   CITE DES GRANDS CHAMPS     
LIEU-DIT   CITE DES PETITS CHAMPS     
LIEU-DIT   CITE DU BOURG              
LIEU-DIT   CITE DU CHAILLOU           
LIEU-DIT   CITE DU VIGNOT             
LIEU-DIT   LA CLAUZERIE               
LIEU-DIT   LES COMMES                 
LIEU-DIT   LA COMMOTERIE              
LIEU-DIT   LE COTEAU                  
LIEU-DIT   LA CROIX DES ULMES         
LIEU-DIT   LE CROT MAILLOT            
LIEU-DIT   CURTY                      
LIEU-DIT   LE DESSERT                 
LIEU-DIT   LE DESSIERT                
LIEU-DIT   DOMAINE DE CERTAINES       
LIEU-DIT   DOMAINE DE CURTY           
LIEU-DIT   DOMAINE DES PLAUTS         
LIEU-DIT   LES ECHENEAUX              
LIEU-DIT   L ENTONNOIR                
LIEU-DIT   L ETANG                    
LIEU-DIT   LA GARE                    
LIEU-DIT   LA GARENNE                 
LIEU-DIT   GRAND CHAMP DE BOULOU      
LIEU-DIT   GRAND CHAMP DE CURTY       
LIEU-DIT   GRAND CHAMP DES PLAUTS     
LIEU-DIT   LE GRAND VERNAY            
LIEU-DIT   LE GRAND VEROLLE           
LIEU-DIT   LA GRANDE PIECE            
LIEU-DIT   LA GRANDE VIGNE            
LIEU-DIT   LES GRANDS CHAMPS          
LIEU-DIT   LES ILES                   
LIEU-DIT   IMPHY FORGES               
LIEU-DIT   LIGNIERE                   
LIEU-DIT   MAISON RANGE               
LIEU-DIT   LE MERLE                   
LIEU-DIT   L OUCHERON                 
LIEU-DIT   PATURAIL DE LA TAILLE      
LIEU-DIT   LE PATURAIL DE LA VERNIERE 
LIEU-DIT   PATURAIL DE PRASLE         
LIEU-DIT   LE PATURAIL GALAT          
LIEU-DIT   PATURE DES BOEUFS          
LIEU-DIT   PATUREAU DE LA BROSSE      
LIEU-DIT   PATURES DE CHARNY          
LIEU-DIT   PATURES DE CURTY           
LIEU-DIT   LE PATY                    
LIEU-DIT   PETIT CHAMP DEVANT         
LIEU-DIT   LE PETIT MOULIN            
LIEU-DIT   LE PETIT PORT              
LIEU-DIT   LE PETIT PRE               
LIEU-DIT   LES PETITES CRAIES         
LIEU-DIT   LES PETITS CHAMPS          
LIEU-DIT   LES PETITS TAILLIS         
LIEU-DIT   PIECE DE LA PRAIRIE        
LIEU-DIT   PRAIRIE DE RANCY           
LIEU-DIT   LA PRAIRIE DU BOUDILLOIR   
LIEU-DIT   PRE AU DOIGT               
LIEU-DIT   PRE AU MAITRE              
LIEU-DIT   LE PRE BODOT               
LIEU-DIT   LE PRE CRENAT              
LIEU-DIT   PRE CURE                   
LIEU-DIT   PRE CUTIN                  
LIEU-DIT   PRE DE BOULOU              
LIEU-DIT   PRE DE LA COTE             
LIEU-DIT   LE PRE DE LA CROIX         
LIEU-DIT   PRE DE LA FORGE            
LIEU-DIT   PRE DE LA GRIPPE           
LIEU-DIT   PRE DES BANNES             
LIEU-DIT   PRE DES BOEUFS             
LIEU-DIT   PRE DES CHENES             
LIEU-DIT   PRE DES CUREES             
LIEU-DIT   PRE DES NERFS              
LIEU-DIT   PRE DES VEAUX              
LIEU-DIT   PRE DU CANAL               
LIEU-DIT   PRE DU GRAND VERNAY        
LIEU-DIT   LE PRE DU JARDIN           
LIEU-DIT   PRE DU PONT                
LIEU-DIT   LE PRE QUIOT               
LIEU-DIT   PRE SAINT PIERRE           
LIEU-DIT   PRES GRIVEAUX              
LIEU-DIT   LES QUEUDRINS              
LIEU-DIT   LA QUEUE D HARENG          
LIEU-DIT   LE RAVIN                   
LIEU-DIT   REVILLON                   
LIEU-DIT   LES REVIVRES               
LIEU-DIT   LA RUE DE TOUR             
LIEU-DIT   TAILLIS BALLET             
LIEU-DIT   TAILLIS DE REVILLON        
LIEU-DIT   TAILLIS DE VEAU            
LIEU-DIT   TAILLIS DES PLANTES        
LIEU-DIT   TAILLIS DU CHAMP CARREAU   
LIEU-DIT   TAILLIS RENARD             
LIEU-DIT   TERRE A SEIGLE             
LIEU-DIT   LES TREMBLES               
LIEU-DIT   LES USAGES D IMPHY         
LIEU-DIT   LES USAGES DU VERNAY       
LIEU-DIT   USINE DE CHAZEAU           
LIEU-DIT   LE VERNAY                  
LIEU-DIT   LES VERNIEAUX              
LIEU-DIT   LES VERNIERES              
LIEU-DIT   LES VERPILLERES            
LIEU-DIT   LA VIGNE                   
LIEU-DIT   VIGNE CHASSIGNOLLE         
LIEU-DIT   LES VIGNES D IMPHY         
LIEU-DIT   USINE DE LOIRE             
LIEU-DIT   LES PLAUTS                 
RUE        ALEXANDRE DUMAS            
RUE        ALFRED CAQUET              
PASSERELLE ANDRE COUTELET             
IMPASSE    BARBARIN                   
SQUARE     BERLIOZ                    
RUE        BERTIE ALBRECHT            
RUE        BIZET                      
RUE        DES BRUYERES               
RUE        BORIS VIAN                 
AVENUE     HENRI MASSON               
RUE        CAMILLE BAYNAC             
RUE        CHARLES DELESTRAINT        
RUE        CHARLES EDOUARD GUILLAUME  
PLACE      CH SIMONET                 
RUE        CHATEAUBRIAND              
RUE        DE CHAZEAU                 
CHEMIN     DU CIMETIERE               
RUE        CLAUDE MONET               
RUE        CLAUDE TILLIER             
RUE        DU COL FABIEN              
RUE        DU CDT ACHET               
RUE        DU CDT CHAMPENIER          
RUE        DES COMMES                 
RUE        COURBET                    
RUE        DE LA CURE                 
RUE        DANIEL PETIT               
PLACE      DANIELLE CASANOVA          
RUE        DAUMIER                    
RUE        DEBUSSY                    
IMPASSE    DECHAUME ANDRE             
RUE        DIDEROT                    
PLACE      DU 19 MARS 1962            
RUE        DOREE                      
RUE        DES ECOLES                 
ALLEE      EDGARD DEGAS               
IMPASSE    EDITH PIAF                 
PLACE      EDOUARD CANTAT             
RUE        EDOUARD VAILLANT           
PLACE      DE L EGLISE                
RUE        DE L EGLISE                
PLACE      ELSA TRIOLET               
RUE        DE FOURCHAMBAULT           
RUE        FRAGONARD                  
SQUARE     FRANCOIS THEVENOT          
ALLEE      GABRIEL LIPPMANN           
RUE        GABRIEL PERI               
RUE        GAMBETTA                   
AVENUE     DE LA GARE                 
CHEMIN     DE LA GARENNE              
RUE        GASTON PICARD              
RUE        DU GEN LECLERC             
PLACE      GEORGES BRAQUE             
RUE        GEORGES BRASSENS           
RUE        GEORGE SAND                
IMPASSE    GILBERT NAGOT              
RUE        GOUNOD                     
RUE        GOYA                       
RUE        DES GRANDS CHAMPS          
RUE        DES HAUTS D'AMPHELIA       
PLACE      DU 8 MAI 1945              
RUE        INGRES                     
RUE        JACQUES BREL               
RUE        DES JARDINS                
PLACE      JEAN DOT                   
AVENUE     JEAN JAURES                
RUE        JEAN MOULIN                
ALLEE      JEAN PERRIN                
RUE        JEAN SOUNIE                
RUE        JEAN ET ANDRE THELY        
RUE        DES JONQUILLES             
RUE        JOSEPH COUTHINO            
RUE        JULES RENARD               
RUE        DU LABORATOIRE             
SQUARE     LAMARTINE                  
ALLEE      LEON FOUCAULT              
RUE        LEONARD DE VINCI           
RUE        DES LILAS                  
RUE        LOUIS PASTEUR              
RUE        MAI 1968                   
PLACE      MARCEL DARCHEVILLE         
RUE        DES MARGUERITES            
PLACE      DES MARTYRS                
RUE        MASSENET                   
IMPASSE    MAURICE CHEVALIER          
CHEMIN     MAURICE ROBERT             
RUE        MOLIERE                    
RUE        MONTAIGNE                  
RUE        MONTESQUIEU                
RUE        NEUVE                      
RUE        DU ONZE NOVEMBRE 1918      
RUE        PAUL HEROULT               
RUE        PAUL LANGEVIN              
RUE        PAUL VAILLANT COUTURIER    
RUE        DES PETITS CHAMPS          
RUE        DU PETIT PORT              
RUE        PIERRE BROSSOLETTE         
RUE        PIERRE CHEVENARD           
SQUARE     PIERRE ET MARIE CURIE      
RUE        DE LA PLAGE                
PLACE      DU PONT DE LOIRE           
RUE        DES PRIMEVERES             
IMPASSE    DES PRIMEVERES             
RUE        RACINE                     
IMPASSE    RAOUL FOLLEREAU            
RUE        RAVEL                      
RUE        RENE RAIMBAUX              
RUE        ROMAIN ROLLAND             
RUE        DES ROSES                  
RUE        SAINT SAENS                
RUE        DE LA TURLURETTE           
RUE        DE L USINE                 
RUE        VICTOR HUGO                
PLACE      VOLTAIRE                   
RUE        YVES MONTAND               
           commune :     ISENAY                         departement : NIEVRE                        
LIEU-DIT   LES ABBES                  
LIEU-DIT   L ACCENCE MOUILLEE         
LIEU-DIT   BAUDIN                     
LIEU-DIT   LA BILLAUDE                
LIEU-DIT   LES BISSERIES              
LIEU-DIT   LE BOIS D ISENAY           
LIEU-DIT   LES BOIS DE BAUDIN         
LIEU-DIT   LE BOIS DE LA ROCHE        
LIEU-DIT   LES BOIS DE SAUZAY         
LIEU-DIT   LES BOIS DU MOULIN         
LIEU-DIT   LE BOIS DU VERNE           
LIEU-DIT   LE BOURG                   
LIEU-DIT   LE BOURG JOLY              
LIEU-DIT   LA BRETONNIERE             
LIEU-DIT   LES BROSSES                
LIEU-DIT   LE BUISSON DE SOMMERY      
LIEU-DIT   LE BUISSON DES LOISEAUX    
LIEU-DIT   LES CARDES                 
LIEU-DIT   LE CHAMON                  
LIEU-DIT   LES CHAMONS                
LIEU-DIT   LE CHAMP CAILLAUX          
LIEU-DIT   LE CHAMP DE L ETANG        
LIEU-DIT   LE CHAMP DE LA MAILLETTE   
LIEU-DIT   LE CHAMP DE LA MINE        
LIEU-DIT   LE CHAMP DU LONG           
LIEU-DIT   LE CHAMP GOUNARD           
LIEU-DIT   LE CHAMP PONCON            
LIEU-DIT   CHAMP QUINQUIN             
LIEU-DIT   LE CHAMP ROUGE             
LIEU-DIT   LE CHAMP TURIOT            
LIEU-DIT   LES CHAMPS BOUR            
LIEU-DIT   LES CHAMPS CHAPELLE        
LIEU-DIT   LES CHAMPS DE BALAIS       
LIEU-DIT   LES CHAMPS DE BAUDIN       
LIEU-DIT   LES CHAMPS DE POUSSERY     
LIEU-DIT   LES CHAMPS DE SOMMERY      
LIEU-DIT   LES CHAMPS DU BOUT         
LIEU-DIT   LES CHAMPS DU MONT         
LIEU-DIT   LES CHAMPS FRETY           
LIEU-DIT   LES CHAMPS PRINS           
LIEU-DIT   CHANGE MORIAU              
LIEU-DIT   LA CHANDE DES CHAMPS       
LIEU-DIT   LA CHAUME AU LOUP          
LIEU-DIT   LE CHAZEAU                 
LIEU-DIT   LE CHENAROI                
LIEU-DIT   LE CHETIF CHAMP            
LIEU-DIT   LES CHETIFS PATUREAUX      
LIEU-DIT   LES CORVEES                
LIEU-DIT   LA CRAIE                   
LIEU-DIT   LES CRAIS                  
LIEU-DIT   CROTS MAILLARD             
LIEU-DIT   LA CURE DE SAUZAY          
LIEU-DIT   LES DENAYS                 
LIEU-DIT   LE DEVALOT                 
LIEU-DIT   LE DOMAINE BLONDEAU        
LIEU-DIT   L EMBAUCHE                 
LIEU-DIT   L EMBAUCHE DE LA TUILERIE  
LIEU-DIT   L ETANG GUILLE             
LIEU-DIT   LES ETANGS DE BOURRON      
LIEU-DIT   LA GARENNE                 
LIEU-DIT   LES GOURTES                
LIEU-DIT   LE GRAND BUISSON           
LIEU-DIT   LE GRAND PRE               
LIEU-DIT   LA GRANDE OUCHE            
LIEU-DIT   LES GRANDS CHAMPS          
LIEU-DIT   LES GRANDS PATUREAUX       
LIEU-DIT   LES GUERETS                
LIEU-DIT   L HATE DU BOUT             
LIEU-DIT   L HATE GOUJON              
LIEU-DIT   LES JALLUERDS              
LIEU-DIT   LA JUSTICE                 
LIEU-DIT   LES LIODINS                
LIEU-DIT   LES MALSIVES               
LIEU-DIT   MAZILLE                    
LIEU-DIT   LES MENOTS                 
LIEU-DIT   LES MOTTES                 
LIEU-DIT   LES MOULAYES               
LIEU-DIT   LE MOUSSEAU                
LIEU-DIT   L ORSIL                    
LIEU-DIT   L OUCHE A VEAU             
LIEU-DIT   L OUCHE AU MAINTRAY        
LIEU-DIT   OUCHE DE DESSUS            
LIEU-DIT   LES PATUREAUX              
LIEU-DIT   LES PIECES                 
LIEU-DIT   LA PLANTE                  
LIEU-DIT   LA PORTE                   
LIEU-DIT   LA PRAIRIE                 
LIEU-DIT   LA PRAIRIE DE LA CHAPELLE  
LIEU-DIT   LA PRAIRIE DE MAZILLE      
LIEU-DIT   LA PRAIRIE DE SAUZAY       
LIEU-DIT   LE PRE AU CLAIR            
LIEU-DIT   LE PRE DE L ETANG          
LIEU-DIT   LE PRE DE LA NOUE          
LIEU-DIT   LE PRE DE MONGE            
LIEU-DIT   LE PRE DES JALLUERDS       
LIEU-DIT   LE PRE DU MOULIN           
LIEU-DIT   LE PRE MAILLET             
LIEU-DIT   PRE MIRIOT                 
LIEU-DIT   LE PRE MORLE               
LIEU-DIT   LE PRE PIEUCHOT            
LIEU-DIT   LE PRE VELAR               
LIEU-DIT   LES PRES DE LA BOURE       
LIEU-DIT   LES PRES DE LA FONTAINE    
LIEU-DIT   LES PRES DE LA ROCHE       
LIEU-DIT   LES PRES DES CHAMPS        
LIEU-DIT   LES PRES DU MOULIN         
LIEU-DIT   ROGUIER                    
LIEU-DIT   LA RONCIERE                
LIEU-DIT   SAUZAY                     
LIEU-DIT   SOMMERY                    
LIEU-DIT   LES SOULINS                
LIEU-DIT   LA TANNERIE                
LIEU-DIT   LES TERRES JAUNES          
LIEU-DIT   LES TREMBLATS              
LIEU-DIT   LE TREMBLAY                
LIEU-DIT   LA TUILERIE                
LIEU-DIT   LES VARENNES               
LIEU-DIT   LES VARVETTES              
LIEU-DIT   LES VERNES                 
LIEU-DIT   LES VIGNES                 
LIEU-DIT   LA VIGNONERIE              
LIEU-DIT   LES VERNAIS                
LIEU-DIT   L EMBOUCHE                 
           commune :     JAILLY                         departement : NIEVRE                        
LIEU-DIT   LES BAUDIOTS               
LIEU-DIT   BEAUREGARD                 
LIEU-DIT   LES BEAUX VERGERS          
LIEU-DIT   LA BELONNERIE              
LIEU-DIT   LA BERCE                   
LIEU-DIT   LA BLOUZE                  
LIEU-DIT   LE BOIS CANOT              
LIEU-DIT   LE BOIS CORNOT             
LIEU-DIT   LE BOIS DE FONTENELLE      
LIEU-DIT   LES BOIS DE FONTENELLE     
LIEU-DIT   LES BOIS DE JAILLY         
LIEU-DIT   LE BOIS DE LA VARENNE      
LIEU-DIT   LE BOUCHOT                 
LIEU-DIT   LE BOURG                   
LIEU-DIT   LE BRIAU                   
LIEU-DIT   LA BRULEE                  
LIEU-DIT   LA BRUYERE                 
LIEU-DIT   LE BUISSON BAS             
LIEU-DIT   BUISSON DE VARIGOT         
LIEU-DIT   LE CANTON                  
LIEU-DIT   LE CHAILLOU                
LIEU-DIT   LE CHAMP AUX HATES         
LIEU-DIT   LE CHAMP BONTEMPS          
LIEU-DIT   LE CHAMP BOURREAU          
LIEU-DIT   LE CHAMP BUREAU            
LIEU-DIT   LE CHAMP CARRE             
LIEU-DIT   LE CHAMP CHASSIER          
LIEU-DIT   LE CHAMP CHETIF            
LIEU-DIT   LE CHAMP CLAUDIN           
LIEU-DIT   LE CHAMP CORNOT            
LIEU-DIT   LE CHAMP CREUX             
LIEU-DIT   LE CHAMP D EN BAS          
LIEU-DIT   LE CHAMP DE L ANE          
LIEU-DIT   LE CHAMP DE L AVOINERIE    
LIEU-DIT   LE CHAMP DE LA BERGE       
LIEU-DIT   LE CHAMP DE LA BLOUZE      
LIEU-DIT   LE CHAMP DE LA DAME        
LIEU-DIT   LE CHAMP DE LA GRANGE      
LIEU-DIT   LE CHAMP DE LA RIOLE       
LIEU-DIT   LE CHAMP DE LAPRAT         
LIEU-DIT   LE CHAMP DE SON            
