20151101
89         YONNE                         
           RLE DU PUITS DU VEAU       
RUE        DES SALCYS                 
ROUTE      DE SENS                    
ALLEE      DES SORBIERS               
IMPASSE    DES TILLEULS               
RUE        DU VALLON                  
RUE        VILMOT                     
           commune :     GUERCHY                        departement : YONNE                         
LIEU-DIT   A                          
LIEU-DIT   LES ARCHIS                 
LIEU-DIT   LES BAREAUX                
LIEU-DIT   LES BARRAUX                
LIEU-DIT   LE BASSIN                  
LIEU-DIT   LA BASSOUTE                
LIEU-DIT   LE BATEAU                  
LIEU-DIT   LA BERTINERIE              
LIEU-DIT   BOIS DE CHASSEIGNE         
LIEU-DIT   LES BOIS PEINTS            
LIEU-DIT   LES BOULATS                
LIEU-DIT   LA CALOTERIE               
LIEU-DIT   LA CALOTTERIE              
LIEU-DIT   LES CARDINES               
LIEU-DIT   LE CARRE BOUILLET          
LIEU-DIT   LES CARRES                 
LIEU-DIT   LES CHAILLOUX              
LIEU-DIT   LE CHAMP BLEU              
LIEU-DIT   LE CHAMP JEVAN             
LIEU-DIT   CHAMP LA DAME              
LIEU-DIT   CHAMP USE                  
LIEU-DIT   LA CHAMPAGNE               
LIEU-DIT   LES CHAMPS DES NOUVEAUX BO 
LIEU-DIT   CHAPELLE SAINT JACQUES     
LIEU-DIT   CHASSEIGNES                
LIEU-DIT   LE CHATEAU                 
LIEU-DIT   CHATEAU DE CORDEIL         
LIEU-DIT   LES CONCISES DE TEURRES    
LIEU-DIT   LES CONSISES GALLOT        
LIEU-DIT   LES CONSISES GAUTIER       
LIEU-DIT   LES CONSISES MARTIN        
LIEU-DIT   LES CONSISES PERRUCHOT     
LIEU-DIT   CORDEIL                    
LIEU-DIT   CORNU                      
LIEU-DIT   LA COTE AUX POULES         
LIEU-DIT   LES COUSISES DES TEURRES   
LIEU-DIT   LES CRECHAUMES             
LIEU-DIT   LA CROIX DE SAINT SEBASTIE 
LIEU-DIT   CROT CAMUS                 
LIEU-DIT   DERRIERE LES MARAIS        
LIEU-DIT   DIGNE CHIEN                
LIEU-DIT   LES FERMES                 
LIEU-DIT   LES FIATES                 
LIEU-DIT   LE GARDILLON               
LIEU-DIT   LA GARENNE                 
LIEU-DIT   GAUDIER                    
LIEU-DIT   GENETTE                    
LIEU-DIT   LES GRENOUILLERES          
LIEU-DIT   LES GRES                   
LIEU-DIT   GRIVIN                     
LIEU-DIT   LA GROSSE HAIE             
LIEU-DIT   LE HAUT DES PEUTS          
LIEU-DIT   LE HAUT DES TEURRES        
LIEU-DIT   L HOMME MORT               
LIEU-DIT   LES LATEUX                 
LIEU-DIT   LE LATEUX                  
LIEU-DIT   LE LIEU BOURDON            
LIEU-DIT   LIOT                       
LIEU-DIT   LOGE AU BERGER             
LIEU-DIT   LA MAISON MARIE            
LIEU-DIT   LES MARAIS                 
LIEU-DIT   LES MARLINES               
LIEU-DIT   MOILLOT                    
LIEU-DIT   LA MOTTE                   
LIEU-DIT   LE MURIER                  
LIEU-DIT   LES ORMOIRES               
LIEU-DIT   LES ORMOISES               
LIEU-DIT   OZIERS OZE                 
LIEU-DIT   LE PARC                    
LIEU-DIT   LES PATURES DES PEUTS      
LIEU-DIT   LA PENTE DES CRECHAUMES    
LIEU-DIT   LE PT ENCLOS DE CHAMPLOISE 
LIEU-DIT   LE PETIT LATEUX            
LIEU-DIT   PETITE CHAMPAGNE           
LIEU-DIT   LA PIECE DE CROTIN         
LIEU-DIT   LES PLANCHES               
LIEU-DIT   LES PLANTATIONS DES MARAIS 
LIEU-DIT   PLANTES AUXERRE            
LIEU-DIT   POIRIER DE CINQ SOLS       
LIEU-DIT   LE POMMIER MILLON          
LIEU-DIT   LE PRE DODET               
LIEU-DIT   PRE DU DEY                 
LIEU-DIT   LES PRES CAMIATS           
LIEU-DIT   LES PRES DE CHASSEIGNE     
LIEU-DIT   LES PRES DE CORNU          
LIEU-DIT   LES PRES DE LA MOTTE       
LIEU-DIT   LES PRES DES MARAIS        
LIEU-DIT   LES PRES DES TEURRES       
LIEU-DIT   LES PRES DU CHATEAU        
LIEU-DIT   PRES DU DEY                
LIEU-DIT   LES PRES SONNEURS          
LIEU-DIT   LE PRESSOIR                
LIEU-DIT   LA PRIERE                  
LIEU-DIT   LES REGUINS DES MARAIS     
LIEU-DIT   LES SABLES                 
LIEU-DIT   LES SAULS                  
LIEU-DIT   LE SAUT DU DIABLE          
LIEU-DIT   SOUS LES TERRES DE RENTE   
LIEU-DIT   TERRES DE LA GARENNE       
LIEU-DIT   LES TERRES DE RENTE        
LIEU-DIT   LES TERRES DES PRES DE VAU 
LIEU-DIT   TERRES DU BOIS             
LIEU-DIT   LES TEURRES                
LIEU-DIT   VALLEE DE CHAMPAGNE        
LIEU-DIT   LES VARENNES               
LIEU-DIT   LES VAU                    
LIEU-DIT   VERDOUILLE                 
LIEU-DIT   VERGER MARTIN              
LIEU-DIT   LES VERGERS BAREAUX        
LIEU-DIT   VERGERS BARRAUX            
LIEU-DIT   LES VERNES DE CORNU        
LIEU-DIT   LES VERNES ECOLOMIERS      
LIEU-DIT   LES VETARDES               
LIEU-DIT   LE VIGNOT                  
LIEU-DIT   LA VIGNOTTE                
LIEU-DIT   LE VILLAGE                 
ROUTE      D AUXERRE                  
ROUTE      DE BRANCHES                
CHEMIN     DE LA CALLOTERIE           
RUE        DE CHAMPAGNE               
RUE        DE CHAMPLOISEAU            
RUE        DE LA CHAPELLE             
CHEMIN     DU CHATEAU                 
RUE        DES CRECHAUMES             
RUE        DUMONT                     
RUE        DE L ECOLE                 
CHEMIN     DES GARDILLONS             
RUE        JEAN REGNIER               
ROUTE      DE JOIGNY                  
CHEMIN     DES LATEUX                 
RUE        DES LILAS                  
CHEMIN     DU MARAIS                  
RUE        DU MOULIN                  
RUE        JEAN MOULIN                
CHEMIN     DU PETIT ENCLOS            
RUE        PIERRE HOUCHOT             
CHEMIN     DU PRESSOIR                
IMPASSE    DU PETIT PRESSOIR          
RUE        ST GERMAIN                 
RUE        ST JACQUES                 
RUE        SAINT ROCH                 
RUE        TALLOT                     
AVENUE     DES TILLEULS               
CHEMIN     DES TILLEULS               
RUE        DE LA TUILERIE             
RUE        DES VERNES                 
RUELLE     DU VIEUX PUITS             
CHEMIN     DU VIGNOT                  
CHEMIN     DE NEUILLY                 
           commune :     GUILLON                        departement : YONNE                         
LIEU-DIT   L ARBRESSON                
LIEU-DIT   L ASSIERE                  
LIEU-DIT   LES AUBUES                 
LIEU-DIT   LES AUGETS                 
LIEU-DIT   LA BROUSSE                 
LIEU-DIT   CHAMBON                    
LIEU-DIT   CHAMP DES NOYERS           
LIEU-DIT   CHAMP MEPAS                
LIEU-DIT   CHAMP SAUVAGE              
LIEU-DIT   AUX CHAMPS DE VERRE        
LIEU-DIT   LES CHAMPS DE VERRE        
LIEU-DIT   CHAMPS DE VERRE            
LIEU-DIT   LES CHAMPS LIEVRES         
LIEU-DIT   CHAMPS LIEVRES             
LIEU-DIT   LES CHATRES                
LIEU-DIT   LES CHENEVIERES            
LIEU-DIT   LES COMMUNAUX DE VERRE     
LIEU-DIT   CONTRE LA PETITE RUELLE    
LIEU-DIT   CONTREE DE PORTAIN         
LIEU-DIT   CONTREE DE VAUX MARINS     
LIEU-DIT   CONTREE DES PRESBEAUX      
LIEU-DIT   CONTREE DU RU PERRET       
LIEU-DIT   CONTREE DU RUT PERRET      
LIEU-DIT   LA CORVEE                  
LIEU-DIT   COTE DE LA FRILEUSE        
LIEU-DIT   COTE DE SAINT AYEUL        
LIEU-DIT   COTE DE VERRE              
LIEU-DIT   SUR COURTEROLLES           
LIEU-DIT   COURTEROLLES               
LIEU-DIT   COUTURE DE CHASEL          
LIEU-DIT   COUTURE DE SOIE            
LIEU-DIT   LES CRETS                  
LIEU-DIT   L ETANG                    
LIEU-DIT   LES FLYES                  
LIEU-DIT   LA FRILLEUSE               
LIEU-DIT   LE GRAND JONCHEY           
LIEU-DIT   LA GRANDE COUTURE          
LIEU-DIT   GRANDE CRAIE               
LIEU-DIT   LA GRANDE CRAIE            
LIEU-DIT   LES GRANDS BREAUX          
LIEU-DIT   LASSIERE                   
LIEU-DIT   LONG BOIS                  
LIEU-DIT   MONTAGNE DE VERRE          
LIEU-DIT   MONTOT                     
LIEU-DIT   LES NAZOTS                 
LIEU-DIT   EN PAIN                    
LIEU-DIT   LE PATIS                   
LIEU-DIT   PERRIGNY                   
LIEU-DIT   LE PETIT JONCHEY           
LIEU-DIT   LA PLANCHETTE              
LIEU-DIT   PRAIRIE DE PERRIGNY        
LIEU-DIT   LE PRELAT                  
LIEU-DIT   PRES COURTEROLLES          
LIEU-DIT   LES PRES DE LA BOUCHE      
LIEU-DIT   PRES DE MELOUGE            
LIEU-DIT   LA RAIE DU BOURG           
LIEU-DIT   ROCHE AIGUE                
LIEU-DIT   LE RUET                    
LIEU-DIT   SOUS LA ROCHE              
LIEU-DIT   TERRE SOUS VERRE           
LIEU-DIT   TERRES DE L ARBREUSSON     
LIEU-DIT   TERRES DE L ETANG          
LIEU-DIT   LES THEUROTS               
LIEU-DIT   LE THIOT                   
LIEU-DIT   VAUX MARINS                
LIEU-DIT   VERS TRONCOIS              
LIEU-DIT   VIGNES DE LA BOULARDE      
LIEU-DIT   VIGNES DE MONTFAUX         
LIEU-DIT   VIGNES SOUS GDE RLE MONTFA 
LIEU-DIT   LE VIGNOT                  
LIEU-DIT   VIGNOTS                    
LIEU-DIT   LE VILLAGE                 
LIEU-DIT   023                        
PLACE      DE L ABREUVOIR             
RUE        DE L ABREUVOIR             
RUELLE     DE L ABREUVOIR             
RUELLE     DE L ABREUVOIR D EN HAUT   
CHEMIN     DE L'ANCIENNE GARE         
RUE        BASSE                      
RUE        DE LA BRECHE               
RUE        DES CANNES                 
CHEMIN     DU CHATEAU D'EAU           
RUE        COUTURE DE SOIE            
RUE        DE L EAUTARTRE             
RUE        DE L EGLISE                
PLACE      DE L'EGLISE                
RUE        GRANDE RUE DE COURTEROLLES 
GR         GRANDE RUE DE PERRIGNY     
ROUTE      DE GUILLON                 
RUE        DES JARDINS                
ALLEE      DES JARDINS                
ROUTE      DE MAISON DIEU             
RUE        DE MONTOT                  
RUE        DU MOULIN                  
RUE        DU PATIS                   
RUE        PETITE RUE                 
RUE        DU PONT                    
RUE        DU PRESBYTERE              
CHEMIN     DE LA RIVIERE              
ROUTE      DE SAVIGNY                 
RUE        TRAVERSIERE                
RUE        DE TRONCOIS                
RUE        DES VAUX MARINS            
           commune :     GURGY                          departement : YONNE                         
           LE BAS RUE AUX VACHES HAM. 
           LE BAS DU THUREAU          
           LE BAS DES VARENNES        
           LE BOIS LABBE              
CAMP       DE CHEMILLY                
           CHAMP GERBEAU              
CHT        DE GUILLEBAUDON HAM        
           ECLUSE DE RAVEUSE          
FRM        DE NERON                   
           LES GRANDES VIGNES         
           LES GRANDS CHAMPS HAMEAU   
           LES GRANDS PRES            
           LES GRAVIERS               
           LES GROSSES TERRES         
           LE HAUT DES TUILEAUX       
           L ILE CHAMOND              
MAIS       DE LA GONIO                
           NERON HAMEAU               
           LE NORD DE LA PICARDIE     
           LES PETITES BOILES         
           LE PETIT ETANG HAMEAU      
           LES PLANTES DU MONT        
           LE THUREAU DES LOUPS       
           LA TRAINE HAMEAU           
           LES TRILLEES               
LIEU-DIT   L ABBAYE                   
LIEU-DIT   LE BAS DE L ILE CHAMOND    
LIEU-DIT   BAS DE LA CLEMENCE         
LIEU-DIT   BAS DE LA JUSTICE          
LIEU-DIT   BAS DE LA PIECE DU GAIN    
LIEU-DIT   BAS DE LA RONDE            
LIEU-DIT   LE BAS DE LA RUE AUX VACHE 
LIEU-DIT   BAS DE LA RUE AUX VACHES   
LIEU-DIT   BAS DES GRANDS CHAMPS      
LIEU-DIT   LE BAS DES TRILLEES        
LIEU-DIT   BAS DES TRILLEES           
LIEU-DIT   BAS DES VARENNES           
LIEU-DIT   BAS DU MIECOU              
LIEU-DIT   LE BAS DU PONT DE SINOTTE  
LIEU-DIT   BAS DU POUET               
LIEU-DIT   LE BAS DU THUREAU PLAT     
LIEU-DIT   BOIS DE NERON              
LIEU-DIT   LES BOIS LABBE             
LIEU-DIT   LA BORNE BLANCHE           
LIEU-DIT   LES BOURBES                
LIEU-DIT   LE CANADA                  
LIEU-DIT   LES CARRONS                
LIEU-DIT   LE CHAMP CLUPE             
LIEU-DIT   CHAMP GERBEAU              
LIEU-DIT   LE CHAMP PAPON             
LIEU-DIT   LES CHAMPS BRIQUETS        
LIEU-DIT   LES CHAMPS L EAU           
LIEU-DIT   LE CHARME                  
LIEU-DIT   CHATEAU DE GUILLEBAUDON    
LIEU-DIT   CHATEAU DE GURGY           
LIEU-DIT   LE CHENE ROND              
LIEU-DIT   LA CLEMENCE                
LIEU-DIT   LE CLOUSOT                 
LIEU-DIT   LA CROIX PIAT              
LIEU-DIT   LE CROT MAROU              
LIEU-DIT   LES CROTS                  
LIEU-DIT   LES CROTS DE NERON         
LIEU-DIT   LA FOLLE PENSEE            
LIEU-DIT   LA FONDREE                 
LIEU-DIT   LA FONTAINE LISON          
LIEU-DIT   LES FONTAINES              
LIEU-DIT   LE FORT                    
LIEU-DIT   FOSSE ROLAND               
LIEU-DIT   LA GRANDE RUE              
LIEU-DIT   LES GRANDES BOILES         
LIEU-DIT   LES GRANDES VIGNES         
LIEU-DIT   LES GRANDS CHAMPS          
LIEU-DIT   LES GRANDS HAUTS BORDS     
LIEU-DIT   LES GRANDS PRES            
LIEU-DIT   LES GRAVIERS               
LIEU-DIT   LE GROS BUISSON            
LIEU-DIT   LE GROS NOYER              
LIEU-DIT   LES GROSSES TERRES         
LIEU-DIT   LE GUE DE LA BAUME         
LIEU-DIT   LA HAIE BRULEE             
LIEU-DIT   LE HAUT DE L ILE CHAMOND   
LIEU-DIT   HAUT DE LA MAISON DES CHAM 
LIEU-DIT   LE HAUT DES CHAMPS L EAU   
LIEU-DIT   LE HAUT DES TUILEAUX       
LIEU-DIT   LE HAUT DES VARENNES       
LIEU-DIT   L ILE CHAMOND              
LIEU-DIT   LES JACOBINS               
LIEU-DIT   LES JARDINS                
LIEU-DIT   LES JONCS                  
LIEU-DIT   LONG EPOISSES VIG GUILLEBA 
LIEU-DIT   LES LONGUES EPOISSES       
LIEU-DIT   LA MAISON DES CHAMPS       
LIEU-DIT   LA MAISON MEUNIER          
LIEU-DIT   LA MEUNIERE                
LIEU-DIT   LA MOTTE                   
LIEU-DIT   LES MOUILLERES             
LIEU-DIT   LES MOUILLES CUL           
LIEU-DIT   LE MOULIN                  
LIEU-DIT   LE MOULIN A VENT           
LIEU-DIT   NERON                      
LIEU-DIT   LES NOISATS                
LIEU-DIT   LE NORD DE LA PICARDIE     
LIEU-DIT   LA NOUZEAU                 
LIEU-DIT   LE PATIS                   
LIEU-DIT   LES PATURES                
LIEU-DIT   LE PELLEROT                
LIEU-DIT   LE PETIT ETANG             
LIEU-DIT   LES PETITES BOILES         
LIEU-DIT   LES PETITS BOIS            
LIEU-DIT   LES PICARDES               
LIEU-DIT   LA PICARDIE                
LIEU-DIT   LA PIECE DU GAIN           
LIEU-DIT   PIECE DU SAUSSIS           
LIEU-DIT   LA PIERRE DU LAVOIR        
LIEU-DIT   LA PIQUETTE                
LIEU-DIT   LES PLANTES                
LIEU-DIT   LES PLANTES DU MONT        
LIEU-DIT   LE PLISSON                 
LIEU-DIT   LA POINTE DES CROTS DE NER 
LIEU-DIT   LA POINTE DES NOISATS      
LIEU-DIT   LE POUET                   
LIEU-DIT   SUR LA PRAIRIE             
LIEU-DIT   LA PRAIRIE                 
LIEU-DIT   LES PRES DE CHEMILLY       
LIEU-DIT   LES PRES DE RAVRY          
LIEU-DIT   LES PRES VERTS             
LIEU-DIT   LE PUITS D ENFER           
LIEU-DIT   QUARTIER SAINT ANDRE       
LIEU-DIT   LES RAGONNES               
LIEU-DIT   RAVEUSE                    
LIEU-DIT   RAVRY                      
LIEU-DIT   LA RAYE BOSSUE             
LIEU-DIT   LA RONDE                   
LIEU-DIT   LE SAUSSIS                 
LIEU-DIT   LES SEPT ARPENTS           
LIEU-DIT   SOUS LES GRANDES VIGNES    
LIEU-DIT   SOUS RAVRY                 
LIEU-DIT   LE SUREAU                  
LIEU-DIT   LES TENDRONS               
LIEU-DIT   LE THUREAU DE SCEVRY       
LIEU-DIT   LE THUREAU DES LOUPS       
LIEU-DIT   LE THUREAU PLAT            
LIEU-DIT   LA TRAINE                  
LIEU-DIT   LES TRILLEES               
LIEU-DIT   LES TUILEAUX               
LIEU-DIT   LES URSULES                
LIEU-DIT   LA VALLEE ET LA CANNETIERE 
LIEU-DIT   LES VIEUX RUS              
LIEU-DIT   VIGNES DE NERON            
RUE        DE L ABBAYE                
IMPASSE    DE L ABBAYE                
RUE        ABBE PIERRE                
ROUTE      D'APPOIGNY                 
RUE        DU BATEAU                  
ALLEE      DES BLEUETS                
RUE        DES BOUVREUILS             
RUE        DE LA CANNETIERE           
CHEMIN     DES CHAMPS L EAU           
RUE        DU CHATEAU                 
           LES CHAUMES                
RUE        DES CHAUMES                
ROUTE      DES CHAUMES                
ROUTE      DE CHEMILLY                
RUE        DE CHEMILLY                
RUE        DU CIMETIERE               
           CLOS DES FONTAINES         
RUE        COLBERT                    
RUE        DU DIX-NEUF MARS 1962      
PLACE      DE L EGLISE                
RUE        DES FAUVETTES              
CHEMIN     DE LA FOLLE PENSEE         
RUE        DE LA FONTAINE LISON       
IMPASSE    DES FONTAINES              
RUE        DES FONTAINES              
QUAI       DES FONTAINES              
RUE        GAI                        
RUE        DE LA GARE                 
IMPASSE    DE LA GRDE RUE             
GR         GRANDE RUE                 
CHEMIN     DES GRANDS HAUTS BORDS     
CHEMIN     DES GRAVIERS               
RUE        DU GUE                     
RUE        DU GUE DE LA BAUME         
QUAI       DU GUE DE LA BAUME         
CHEMIN     DU HALAGE                  
RUE        DU HALAGE                  
RUE        DE L ILE CHAMOND           
RUE        DES JARDINS                
RUE        LEON CARRE                 
RUE        DES MESANGES               
RUE        LE MEUNIER                 
ROUTE      DE MONETEAU                
ALLEE      DES MYOSOTIS               
CHEMIN     DE NERON                   
IMPASSE    DE L ORMEE                 
CHEMIN     DE L ORMEE                 
CHEMIN     DE L ORMEE                 
RUE        DE L ORMEE                 
RUE        DES PATURES                
ALLEE      DES PERVENCHES             
PTR        PETITE RUE DU GUE          
CHEMIN     DU PORT                    
RUE        DE LA PROCESSION           
CHEMIN     PRIVE DE RAVRY             
RUE        DE LA RIVIERE              
RUE        DE LA RONDE                
IMPASSE    DE LA RONDE                
RUE        DES ROSES                  
RUE        ST ANDRE                   
RUE        DU SAULCIS                 
ROUTE      DE SEIGNELAY               
RUE        DU STADE                   
RUE        DES TROIS CAILLOUX         
RUE        DES TROIS MAISONS          
IMPASSE    DES TROIS MAISONS          
RUE        AUX VACHES                 
CHEMIN     DE VARENNES                
IMPASSE    DES VARENNES               
RUE        DES VARENNES               
           commune :     GY-L EVEQUE                    departement : YONNE                         
LIEU-DIT   LE BAS DE LA GARENNE       
LIEU-DIT   BEAUREGARD                 
LIEU-DIT   LE BOIS DE LA FERRIERE     
LIEU-DIT   LE BOIS DES FOSSES         
LIEU-DIT   LE BOIS MARTIN             
