20151101
07         ARDECHE                       
LIEU-DIT   CLOS L EGLISE              
LIEU-DIT   LA COMBE                   
LIEU-DIT   COMBE BONNE                
LIEU-DIT   COMBE CHAUDE               
LIEU-DIT   LES COURLINAUX             
LIEU-DIT   CRAUX                      
LIEU-DIT   CROS DE FREYSSENET ET LE S 
LIEU-DIT   LE CROUZET ET L EVEILLE    
LIEU-DIT   LA FARRE                   
LIEU-DIT   LA FAYE                    
LIEU-DIT   LE FIVAL                   
LIEU-DIT   FONT TROUSSANNE            
LIEU-DIT   FOURGEAN                   
LIEU-DIT   LE FREYDIER                
LIEU-DIT   GOULEYRES ET MOULIN DE FAU 
LIEU-DIT   LE GRAND BOIS              
LIEU-DIT   LA GRANGE                  
LIEU-DIT   GRANGE DU MOUNET           
LIEU-DIT   LA GRANGEASSE              
LIEU-DIT   LES GUNCHERES              
LIEU-DIT   L HAUCHE                   
LIEU-DIT   HUBAC DE MANSON ET FONT FR 
LIEU-DIT   L HUBAC DU CHIER           
LIEU-DIT   LADREYT                    
LIEU-DIT   LADREYT DES MARZES         
LIEU-DIT   LADREYT DU TREMOULET       
LIEU-DIT   LADREYTCHON                
LIEU-DIT   LAIS                       
LIEU-DIT   LES MARZES                 
LIEU-DIT   LE MAS                     
LIEU-DIT   LES PEYROUS                
LIEU-DIT   PRATBOUCHET ET L ENFER     
LIEU-DIT   RANC DU PRIEUR LES REPANTI 
LIEU-DIT   LES RANCS                  
LIEU-DIT   LE RECHANT                 
LIEU-DIT   LES RIOUX                  
LIEU-DIT   LE SABLAS                  
LIEU-DIT   SERRETTES                  
LIEU-DIT   LE SAUTEL                  
LIEU-DIT   LES SAUZIES                
LIEU-DIT   LE SERRE                   
LIEU-DIT   LE SERRE DU PON            
LIEU-DIT   ST ETIENNE DE SERRES TREMO 
LIEU-DIT   LA TERRASSE                
LIEU-DIT   TRANCHAT                   
LIEU-DIT   LA TRAVERSE                
LIEU-DIT   LE TRUC                    
LIEU-DIT   LA VALETTE                 
LIEU-DIT   LE VERNET                  
LIEU-DIT   LE VERNET ET LA VIGNASSE   
LIEU-DIT   VORS                       
LIEU-DIT   LE VILLAGE                 
CHEMIN     DE L'AUZERE                
CHEMIN     DE BAY                     
CHEMIN     DES BLACHES                
CHEMIN     DE BLACHON                 
CHEMIN     DE CHANTE                  
CHEMIN     DE CINTENAT                
CHEMIN     DE CRAUX                   
CHEMIN     DE CRUAUX                  
CHEMIN     DE DANTON                  
CHEMIN     DE LA FAYE                 
CHEMIN     DE FREYDIER                
CHEMIN     DE LA GRANGE               
CHEMIN     DU COL DES MARZES          
CHEMIN     DES MARZES                 
CHEMIN     DE SABLAS                  
CHEMIN     DU PONT DES SABLAS         
CHEMIN     DE SAUTEL                  
CHEMIN     DE SERRETTES               
CHEMIN     DE LA TERRASSE             
CHEMIN     DE TRANCHAT                
CHEMIN     DE TREMOULET               
CHEMIN     DE VERDIER                 
CHEMIN     DES VERNEES                
CHEMIN     DU VERNET DE LA TRAVERSE   
CHEMIN     DE VORS                    
CHEMIN     DE LA GRANGE DE VORS       
           commune :     SAINT-ETIENNE-DE-VALOUX        departement : ARDECHE                       
LIEU-DIT   L ACHAU                    
LIEU-DIT   L ACOT                     
LIEU-DIT   LES BARGES                 
LIEU-DIT   LE BARNIER                 
LIEU-DIT   LE BOIS DES CHASES         
LIEU-DIT   LE CHAMP DE LA DAME        
LIEU-DIT   LE CHAVANAT                
LIEU-DIT   LA COMBE                   
LIEU-DIT   COTE DE COMBETTE           
LIEU-DIT   LA COTE DES BARGES         
LIEU-DIT   COTE DU CHATELET           
LIEU-DIT   LE CREUX                   
LIEU-DIT   CREUX DU CHATELET          
LIEU-DIT   LES GENOIRIES              
LIEU-DIT   LES GRAND VIGNES           
LIEU-DIT   MALACOMBE                  
LIEU-DIT   LA MARTINE                 
LIEU-DIT   MORELONNE                  
LIEU-DIT   LES PALISSES               
LIEU-DIT   LES PETITES BARGES         
LIEU-DIT   LES QUERAS                 
LIEU-DIT   LES RETICHES               
LIEU-DIT   LA REVICOLLE               
LIEU-DIT   LES TAREYRES               
LIEU-DIT   VILLAGE                    
ROUTE      D ANNONAY                  
ROUTE      DE L'ACHAU                 
CR         DE L'ACHAU                 
CR         DE L'ANCIENNE VOIE ROMAINE 
ROUTE      DE BARBOIS                 
ROUTE      DES BARGES                 
PLACE      DES BARGES                 
CR         DE BARNIER                 
ROUTE      DE BOIRON                  
RUE        CENTRALE                   
IMPASSE    DU CENTRE                  
CR         DU CHAMP DU PONT           
ROUTE      DE CHARDENOS               
CR         DES CHASES                 
CR         DU CHATELET                
ROUTE      DU CHEMIN NEUF             
CR         DES COMBETTES              
ROUTE      DE LA COTE DES BARGES      
CR         DE LA COTE DES BARGES      
CR         DE COTE DIANE              
CR         DU CREUX DE CHATELET       
ROUTE      DES CROZES                 
CR         DES CROZES                 
RUE        DE L'ECOLE                 
RUE        DE L'EGLISE                
PLACE      DE L'EGLISE                
RUE        DE LA FONTAINE             
CR         DES GAMPALOUP              
CR         DE LA GENOIRIE             
CR         DES GRANDES VIGNES         
PLACE      DU JARDIN DE L'EGLISE      
PLACE      DU JARDIN PUBLIC           
IMPASSE    DES JARDINS                
CR         DE MACARI                  
CR         DE MARCELONNE              
CR         DE LA MARTINE              
RUE        DES MEUNIERES              
CR         DE MONTFERRAT              
RUE        DU MOULIN                  
RUE        DES PAVES                  
CR         DE PELISSIER               
CR         DES PETITES BARGES         
CR         DE LA PIERRE DU CRET       
IMPASSE    DE LA PLACE                
CR         DE PORTIER                 
CR         DU PRE                     
IMPASSE    DU PUITS                   
RUE        DU PUITS                   
CR         DU RACCOURCI               
CR         DU RELAIS                  
CR         DES RETICHES               
CR         DE LA REVICOLE             
ROUTE      DES RIOUX                  
CR         DE ROUBION                 
ROUTE      DE SAINT DESIRAT           
ROUTE      DE SAINT ETIENNE           
ROUTE      DES SEPT                   
ROUTE      DE THORRENC                
CR         DE THORRENC                
PLACE      DU TILLEUL                 
IMPASSE    DES TOURELLES              
RUE        DE LA VALLEE               
CR         DES VIGNES                 
CR         DES VIOLETTES              
CR         DE VOLANE                  
           commune :     SAINTE-EULALIE                 departement : ARDECHE                       
LIEU-DIT   ANDEOL                     
LIEU-DIT   BERNARD                    
LIEU-DIT   BERNARDON                  
LIEU-DIT   LE BLEYNET                 
LIEU-DIT   BOIS DE LANAUD             
LIEU-DIT   LE CAYRE                   
LIEU-DIT   CHANCHEMINE                
LIEU-DIT   LE CHATEAU DE LIGERET      
LIEU-DIT   CHAVADE                    
LIEU-DIT   CLAUZIER                   
LIEU-DIT   CONTRAT                    
LIEU-DIT   LE FANGEAS                 
LIEU-DIT   FAZENDES                   
LIEU-DIT   LA FENADOU                 
LIEU-DIT   FOISSE ET ROUCHAS          
LIEU-DIT   LA GARDE                   
LIEU-DIT   GINESTOUX                  
LIEU-DIT   LA GRANDE AILE             
LIEU-DIT   LA GRANDE DE LA GARDE      
LIEU-DIT   LA GRANGE DE LOULEYRE      
LIEU-DIT   GRIMAUDES                  
LIEU-DIT   LES JALADES                
LIEU-DIT   LACHAMP DU BLEYNET         
LIEU-DIT   LINGERINE                  
LIEU-DIT   LOIRE                      
LIEU-DIT   LOULEYRE                   
LIEU-DIT   MANSON                     
LIEU-DIT   MAS NEUF                   
LIEU-DIT   MEZEYRAC                   
LIEU-DIT   MOULIN DE BERNARD          
LIEU-DIT   LA NARCE DE REYNAUD        
LIEU-DIT   L OUSTAL NEUF              
LIEU-DIT   PAILLEZ                    
LIEU-DIT   LES PESSADES ET LES ESCLEY 
LIEU-DIT   PISTOLET                   
LIEU-DIT   PRAMEJOS                   
LIEU-DIT   PRE DE LA BOUTIERE         
LIEU-DIT   PRE DES BOEUFS             
LIEU-DIT   LES REYNARDEYRES           
LIEU-DIT   RUDEL                      
LIEU-DIT   LES RUDELLES               
LIEU-DIT   LES RUDELLES DU BLEYNET    
LIEU-DIT   LE SAGNAS                  
LIEU-DIT   LE VILLAGE                 
LIEU-DIT   LE SARTRE                  
LIEU-DIT   SEPOUX                     
LIEU-DIT   SERRE DE RUEL              
LIEU-DIT   TROMPET                    
LIEU-DIT   LA VESTIDE                 
LIEU-DIT   VILLE VIEILLE              
LIEU-DIT   VOLLE                      
CHEMIN     DU BLEYNET                 
CHEMIN     DE VILLEVIELLE             
CHEMIN     DE MAS NEUF                
CHEMIN     DE MEZEYRAC                
CHEMIN     DE PRATMEJO                
CHEMIN     DES JALLADES               
CHEMIN     DE FOISSE                  
CHEMIN     DE RANCHET                 
CHEMIN     DE GINESTOUX               
CHEMIN     DE CEZARIER                
CHEMIN     DE LOULEYRE                
CHEMIN     DE CLAUZIER                
CHEMIN     DE LA GARDE                
CHEMIN     DES RUDELLES               
CHEMIN     DE L'OUSTALNEUF            
CHEMIN     DE ROUCHAS                 
CHEMIN     DE MANSON                  
CHEMIN     DE MATHIAS                 
CHEMIN     D ANDEOL                   
CHEMIN     DE CAGNARD                 
RUE        DE L'EGLISE                
PLACE      DE L EGLISE                
PLACE      BASSE                      
PLACE      DE LA MAIRIE               
CHEMIN     DE BERNARDON               
           commune :     SAINT-FELICIEN                 departement : ARDECHE                       
LIEU-DIT   AMONT                      
LIEU-DIT   BALAY                      
LIEU-DIT   LE BALAYN                  
LIEU-DIT   BARD                       
LIEU-DIT   LES BARDINIERES            
LIEU-DIT   BARTHA                     
LIEU-DIT   BEAUCHAMPS                 
LIEU-DIT   BEAUFOURA                  
LIEU-DIT   BELAIR                     
LIEU-DIT   LE BESSET                  
LIEU-DIT   BIELARDIERE                
LIEU-DIT   BILLAUD                    
LIEU-DIT   LA BLACHE                  
LIEU-DIT   LES BLACHES                
LIEU-DIT   LES BLACHES D OLIVIER      
LIEU-DIT   BOIS DE COLLANGE           
LIEU-DIT   LE BOIS DE PAUSE           
LIEU-DIT   LES BOIS DE VILLENEUVE     
LIEU-DIT   BRINTENAS                  
LIEU-DIT   BROUTY                     
LIEU-DIT   BRUCHON                    
LIEU-DIT   LES BRUYERES               
LIEU-DIT   CHAMP DE BEAUME            
LIEU-DIT   CHAMPBLANC                 
LIEU-DIT   CHARENCEY                  
LIEU-DIT   CHATELAS                   
LIEU-DIT   CHAUDON                    
LIEU-DIT   LA CHAUMETTE               
LIEU-DIT   CHIFLET                    
LIEU-DIT   CLAVIERES EST              
LIEU-DIT   CLAVIERES OUEST            
LIEU-DIT   COCU                       
LIEU-DIT   COLONIER                   
LIEU-DIT   LE COMTE                   
LIEU-DIT   LA CONGERIE                
LIEU-DIT   COURIN                     
LIEU-DIT   CRAPANNES                  
LIEU-DIT   LA CROIX DES RAMEAUX       
LIEU-DIT   CROS DE SALAUSE            
LIEU-DIT   LE DARNE                   
LIEU-DIT   LA DARONNE                 
LIEU-DIT   LES DEFENDUES              
LIEU-DIT   DONY                       
LIEU-DIT   E COUR                     
LIEU-DIT   LA FAYOLLE                 
LIEU-DIT   FILION                     
LIEU-DIT   LA FONTAINE DE L HOMME     
LIEU-DIT   FONTARA                    
LIEU-DIT   FONTAYES                   
LIEU-DIT   FONTFREYDE                 
LIEU-DIT   FOROT                      
LIEU-DIT   LES GAILLARDS              
LIEU-DIT   LES GARAYTS                
LIEU-DIT   LA GARDE                   
LIEU-DIT   LA GAYE                    
LIEU-DIT   GIRANTON                   
LIEU-DIT   GOUDARD                    
LIEU-DIT   LE GRAND MATHIEU           
LIEU-DIT   LE GRAND MEDIER            
LIEU-DIT   LE GRAND PRE               
LIEU-DIT   GRANGE DE BRINTENAS        
LIEU-DIT   GRANGET                    
LIEU-DIT   LE GUER                    
LIEU-DIT   L HUBAC DE POJOT           
LIEU-DIT   L INTERET                  
LIEU-DIT   JOMARD EST                 
LIEU-DIT   JOMARD OUEST               
LIEU-DIT   JUNIQUE                    
LIEU-DIT   JUNY                       
LIEU-DIT   LACHAUX                    
LIEU-DIT   LAPRAS                     
LIEU-DIT   LARDENNE                   
LIEU-DIT   LUBAC                      
LIEU-DIT   LA MAILLIOTIERE            
LIEU-DIT   MAISONNEUVE                
LIEU-DIT   MALGARAY                   
LIEU-DIT   MARCONET                   
LIEU-DIT   MARCOU                     
LIEU-DIT   MARTIN                     
LIEU-DIT   MICHONET                   
LIEU-DIT   MONPEYROUX                 
LIEU-DIT   MONTROND                   
LIEU-DIT   LE MOULIN DE GAILLARD      
LIEU-DIT   MOULINET                   
LIEU-DIT   MURAT ET COULAUD           
LIEU-DIT   LA MURE                    
LIEU-DIT   NERISSARD                  
LIEU-DIT   LA NOHERIE                 
LIEU-DIT   OLIVIER                    
LIEU-DIT   LES PAUSES                 
LIEU-DIT   LE PETIT BOS               
LIEU-DIT   LE PETIT MEDIER            
LIEU-DIT   LE PETIT REY               
LIEU-DIT   PEYCHORES                  
LIEU-DIT   PHILIPON                   
LIEU-DIT   PIERRAGEAIS                
LIEU-DIT   LE PIGEONNIER              
LIEU-DIT   LES PLEYNETS               
LIEU-DIT   PONT DE LA GERLE           
LIEU-DIT   POULEY                     
LIEU-DIT   PRABOUZON                  
LIEU-DIT   PRE LACOUR NORD            
LIEU-DIT   PRE LACOUR SUD             
LIEU-DIT   PROVENCAL                  
LIEU-DIT   RAILLON                    
LIEU-DIT   LA REVICOLE                
LIEU-DIT   LE REY                     
LIEU-DIT   REYMONDON                  
LIEU-DIT   ROGNAT                     
LIEU-DIT   ROSA                       
LIEU-DIT   LES ROSIERES               
LIEU-DIT   LA ROUTISSE                
LIEU-DIT   LES SAGNES                 
LIEU-DIT   SAUTON                     
LIEU-DIT   SENOCHE                    
LIEU-DIT   SIGNARONDE                 
LIEU-DIT   LA SIMONDE                 
LIEU-DIT   LES SOIES                  
LIEU-DIT   TERASSON                   
LIEU-DIT   TROMPE CHEVRE              
LIEU-DIT   LE VERGER                  
LIEU-DIT   LE VERNET                  
LIEU-DIT   LE VILLAGE                 
LIEU-DIT   VILLENEUVE                 
LIEU-DIT   BOUVET                     
LIEU-DIT   NAVAS                      
LIEU-DIT   POYONNAIS                  
LIEU-DIT   CHAMPAGNE                  
MTE        DE L EGLISE                
RUE        DU CAMPANER                
RUE        DE BELLE VUE               
RUE        DE BARD                    
RUELLE     DU CAMPANET                
RUE        DE CHABETOU                
PLACE      DE CHANTAROUX              
RUE        CHARLES FOROT              
PLACE      DE LA CHAUX                
ROUTE      DU COLOMBIER               
IMPASSE    DU COUVENT                 
RUE        DES CROZES                 
RUE        MME DE DIENNE              
IMPASSE    DE L ECOLE                 
PLACE      DE L EGLISE                
PLACE      DU FOYER RURAL             
PLACE      DE LA GENDARMERIE          
GR         GRANDE RUE                 
IMPASSE    GRANGIER                   
PLACE      DE L HOTEL DE VILLE        
RUE        DE JOMARD                  
ROUTE      DE LALOUVESC               
PLACE      DU LOTISSEMENT             
IMPASSE    DE LA MAIRIE               
IMPASSE    DU MARCONNET               
RUELLE     DU MARTOUREY               
ROUTE      DE PAILHARES               
PLACE      DU MONUMENT                
RUE        DU PECHER                  
IMPASSE    DU PECHER                  
IMPASSE    PEALAGAI                   
CHEMIN     DU PONT VIEUX              
RUE        DE LA POSTE                
IMPASSE    PRE LACOUR                 
RUE        DU PRE LACOUR              
PLACE      DU PRE LACOUR              
RUE        DU PUISET                  
IMPASSE    DU PRESBYTERE              
IMPASSE    DE LA RUETTE               
