20151101
23         CREUSE                        
LIEU-DIT   LAVAUD                     
LIEU-DIT   LE MAS                     
LIEU-DIT   MASGELAT                   
LIEU-DIT   LE MOULIN DE LA CAZINE     
LIEU-DIT   LES MOUVIERES              
LIEU-DIT   LES PETITES FOUGERES       
LIEU-DIT   PEULAT                     
LIEU-DIT   LE PEUX                    
LIEU-DIT   PEUX BRALE                 
LIEU-DIT   PEUX RIGAUD                
LIEU-DIT   LES PIERRES                
LIEU-DIT   LES PRADEIX                
LIEU-DIT   PUY DE LA GEFFE            
LIEU-DIT   LE PUY MERLIN              
LIEU-DIT   LE PUY TABARDEAU           
LIEU-DIT   RECHIGNEVOISIN             
LIEU-DIT   LA RIBIERE                 
LIEU-DIT   LES RIQUETS                
LIEU-DIT   LA ROCHE                   
LIEU-DIT   LA SAGNE                   
LIEU-DIT   LE SERRIER                 
LIEU-DIT   LA TERRADE                 
LIEU-DIT   LES VERINES                
LIEU-DIT   VILLARD                    
LIEU-DIT   LE VOUDY                   
LIEU-DIT   LE MONT                    
CHEMIN     DE BEAULIEU                
ROUTE      DE LA CAZINE               
IMPASSE    DU CHARRAT                 
ROUTE      DES ECOLES                 
CHEMIN     DE L EGLISE                
PLACE      DE L EGLISE                
ALLEE      DU FORGERON                
ROUTE      DU GOT                     
PLACE      DE LA HALLE                
RUE        DU LAVOIR                  
RUE        DES LILAS                  
PASS       DU MERISIER                
CHEMIN     DU PUITS                   
           commune :     LA NOUAILLE                    departement : CREUSE                        
LIEU-DIT   ARQUET                     
LIEU-DIT   BANIZE                     
LIEU-DIT   BANIZETTE                  
LIEU-DIT   LES BESSADES               
LIEU-DIT   BESSEDE                    
LIEU-DIT   BIDOIRE                    
LIEU-DIT   BLE MAS                    
LIEU-DIT   LES BOIS                   
LIEU-DIT   LES BOIS DE BANIZETTE      
LIEU-DIT   LE BOIS DE LAVAUD          
LIEU-DIT   LE BOIS DU MONTE           
LIEU-DIT   LES BORDES                 
LIEU-DIT   BARBONNECHAT               
LIEU-DIT   LE BOURG EST               
LIEU-DIT   LE BOURG                   
LIEU-DIT   LA CHABANNE                
LIEU-DIT   LES CHALARDS               
LIEU-DIT   LE CHAMPE                  
LIEU-DIT   LE CHARAUD                 
LIEU-DIT   LE CHASSAING               
LIEU-DIT   LA CHAUMETTE               
LIEU-DIT   LES CHENAUDS               
LIEU-DIT   LES CHENERAILLES           
LIEU-DIT   CHEZ TROUPIAT              
LIEU-DIT   LE CHIROUX                 
LIEU-DIT   LE CHIROUX NORD EST        
LIEU-DIT   LE CLUZEAU                 
LIEU-DIT   COMBARNAUD                 
LIEU-DIT   COMBAUDE                   
LIEU-DIT   COMBAUDE OUEST             
LIEU-DIT   COMBE LA GARDE             
LIEU-DIT   LES COMBES                 
LIEU-DIT   LES COMMUNAUX              
LIEU-DIT   LES CORPS                  
LIEU-DIT   LES COTES                  
LIEU-DIT   LES COTES CHALARD          
LIEU-DIT   LES COUDERTS               
LIEU-DIT   LES COURBES                
LIEU-DIT   LA CROIX                   
LIEU-DIT   LA CROIX DENIS             
LIEU-DIT   LA CROIX DU MONTEIX        
LIEU-DIT   LE CROS                    
LIEU-DIT   L ETANG                    
LIEU-DIT   FAGNIOUSE                  
LIEU-DIT   LES FONTAINES              
LIEU-DIT   FONTANIELAS                
LIEU-DIT   LES FOUGERES               
LIEU-DIT   FOURNEYROUX                
LIEU-DIT   GANE DU BRULAS             
LIEU-DIT   LE GRAND PRE               
LIEU-DIT   LA GRANDE PRADE            
LIEU-DIT   LES GRANDES BRUYERES       
LIEU-DIT   GRANDES RIBIERES           
LIEU-DIT   GRANDES RIBIERS NORD       
LIEU-DIT   LES GRANDS CHAMPS          
LIEU-DIT   LES GROLLES                
LIEU-DIT   LA GROLLIERE               
LIEU-DIT   LE GUET                    
LIEU-DIT   LA JARASSE                 
LIEU-DIT   LES LAVADOUX               
LIEU-DIT   LAVAUD                     
LIEU-DIT   MAGNIGNE                   
LIEU-DIT   LES MAISONS                
LIEU-DIT   MONT GELIT                 
LIEU-DIT   LE MONTEIL PERDRIGIER      
LIEU-DIT   LES MONTEIX                
LIEU-DIT   LE MONTFRANC               
LIEU-DIT   LES MORTURES               
LIEU-DIT   LE MOULIN                  
LIEU-DIT   LES NAUTES                 
LIEU-DIT   LE NONCELIER               
LIEU-DIT   NONCELIER                  
LIEU-DIT   LA NOUAILLE                
LIEU-DIT   LES OURTEIX                
LIEU-DIT   LES PALES                  
LIEU-DIT   LES PERRIERES              
LIEU-DIT   LA PETITE PRADELLE         
LIEU-DIT   LE PEUX LA BESSE           
LIEU-DIT   DU PIERAS                  
LIEU-DIT   PIGNECHATTE                
LIEU-DIT   LES PLAINES                
LIEU-DIT   LES PLAINES DU TREIX       
LIEU-DIT   PLANCHAT                   
LIEU-DIT   LA PLANCHE                 
LIEU-DIT   LA PLEOUX                  
LIEU-DIT   LES PRADAUDES              
LIEU-DIT   LA PRADE                   
LIEU-DIT   LA PRADELLE                
LIEU-DIT   LES PRADES                 
LIEU-DIT   LES PRADES DE VILLEMONEIX  
LIEU-DIT   LES PRAS GNIOTS            
LIEU-DIT   LE PRE DU MOULIN           
LIEU-DIT   PRE MOULLY                 
LIEU-DIT   LES PRES CAUX              
LIEU-DIT   LES PRES DE LAIDOUX        
LIEU-DIT   LES PRES DU BAC            
LIEU-DIT   PUY CENDRAN                
LIEU-DIT   PUY CHAUD                  
LIEU-DIT   PUY CHEVRIER               
LIEU-DIT   PUY DE FRENILLAS           
LIEU-DIT   PUY DE LA CHAUME           
LIEU-DIT   PUY DE PAILLIER            
LIEU-DIT   PUY DE PLANE               
LIEU-DIT   PUY DE PLANE EST           
LIEU-DIT   PUY DE PLANE OUEST         
LIEU-DIT   PUY DE RIO                 
LIEU-DIT   LE PUY DE VERVIALLE        
LIEU-DIT   PUY DE VITRAT              
LIEU-DIT   LE PUY DES CHAUMES         
LIEU-DIT   PUY DES GOULETS            
LIEU-DIT   LE PUY DU GEOMETRE         
LIEU-DIT   PUY DU MAS                 
LIEU-DIT   LE PUY DU MOULIN           
LIEU-DIT   PUY DU MOULIN              
LIEU-DIT   PUY GRAND                  
LIEU-DIT   PUY LAGANE                 
LIEU-DIT   LE PUY LAMBERT             
LIEU-DIT   PUY LES PRES               
LIEU-DIT   LE PUY MOUILLE             
LIEU-DIT   PUY PAILLIER               
LIEU-DIT   RAVIN DES VAUX             
LIEU-DIT   LES RETOURS                
LIEU-DIT   RIBAUMON                   
LIEU-DIT   RIBIERE AU BOIS            
LIEU-DIT   LA RIBIERE                 
LIEU-DIT   LES RIBIERES               
LIEU-DIT   LA RIBIERE NORD            
LIEU-DIT   LA ROCHE DES CHAMPS        
LIEU-DIT   LES ROCHES FOULEES         
LIEU-DIT   LA RONQUE                  
LIEU-DIT   SACIDOUZE                  
LIEU-DIT   SAGNAT LIBAUD              
LIEU-DIT   LA SAGNE                   
LIEU-DIT   LA SAGNE ALAREY            
LIEU-DIT   LES SAGNES                 
LIEU-DIT   LE SAINTOUX                
LIEU-DIT   LES SALINS                 
LIEU-DIT   LES SANGLIERS              
LIEU-DIT   SOUS LES FOUGERES          
LIEU-DIT   LES TIERS                  
LIEU-DIT   LE TRALARBRE               
LIEU-DIT   LE TRALOR DES COMBES       
LIEU-DIT   LES TRIFFOUILLERES         
LIEU-DIT   TROUPIAT                   
LIEU-DIT   VALEOUX                    
LIEU-DIT   LES VAUX                   
LIEU-DIT   VEDRENNES                  
LIEU-DIT   LA VERGNE                  
LIEU-DIT   VERVIALLE                  
LIEU-DIT   LE VILLARD                 
LIEU-DIT   VILLESAUVEIX               
LIEU-DIT   LA VIROLLE                 
LIEU-DIT   SAGNE LONGUE               
LIEU-DIT   BARBONNECHAT               
LIEU-DIT   LE CHEZ                    
           commune :     NOUHANT                        departement : CREUSE                        
LIEU-DIT   L AGE GRILLON              
LIEU-DIT   LES BOIS                   
LIEU-DIT   LES BOIS DE LA FORGE       
LIEU-DIT   LES BOIS VILLAUDS          
LIEU-DIT   LES BOUCHES                
LIEU-DIT   LA BOULANGERE              
LIEU-DIT   LE BOURG                   
LIEU-DIT   LE BOURGNON                
LIEU-DIT   LES BREGERES               
LIEU-DIT   LE BREUIL                  
LIEU-DIT   LES CANCAGNOLLES           
LIEU-DIT   LES CASSEAUREIX            
LIEU-DIT   LE CHATEAU DE FRESSINEAU   
LIEU-DIT   LE CHATEAU DU CLAUD        
LIEU-DIT   CHAUD                      
LIEU-DIT   CHAUMETTE                  
LIEU-DIT   LES CHAVANATS              
LIEU-DIT   LE COMPAS                  
LIEU-DIT   LA COTE                    
LIEU-DIT   LA COUPE DU BREUIL         
LIEU-DIT   LES CROTTES                
LIEU-DIT   DOMAINE DES BOIS DE LA FOR 
LIEU-DIT   L ETANG DE LA TOUEILLE     
LIEU-DIT   L ETANG DE NOUHANT         
LIEU-DIT   LES FONTS BADAS            
LIEU-DIT   LES FOURCHES               
LIEU-DIT   LE FREYSSINEAU             
LIEU-DIT   LES GARENNES               
LIEU-DIT   LA GASNE DE LA BROT        
LIEU-DIT   LE GAVARROUX               
LIEU-DIT   GRANDE BUIGE PIECE DES MOU 
LIEU-DIT   LES HULAS                  
LIEU-DIT   LASCOUX                    
LIEU-DIT   LE MAGDELON                
LIEU-DIT   MALVAUD                    
LIEU-DIT   LA MAZEIRE AU PRIEUR       
LIEU-DIT   MODARD                     
LIEU-DIT   LE MONTGIRAUD              
LIEU-DIT   LES NAUDS                  
LIEU-DIT   LES PARGUES                
LIEU-DIT   LE PATURAL DU BOIS         
LIEU-DIT   LES PEUX CHAUDS            
LIEU-DIT   LE PLAIX                   
LIEU-DIT   LES PLESSADIX ET LES PALES 
LIEU-DIT   LES PONTES                 
LIEU-DIT   LES PRADES                 
LIEU-DIT   LES PUYS GENTILS           
LIEU-DIT   LE QUEROIR DE LA VIE       
LIEU-DIT   RENARDIVE                  
LIEU-DIT   LA RIBIERE                 
LIEU-DIT   LE BOUEIX                  
LIEU-DIT   ROULETOUPY                 
LIEU-DIT   LES SAINTS MARTINS         
LIEU-DIT   LES SOUCHES                
LIEU-DIT   TAILLIS DE BRAMEFANT       
LIEU-DIT   LES TAILLIS DE COUPE DE CH 
LIEU-DIT   LES TERRES NOIRES          
LIEU-DIT   LE TERRIER DE PEIRELOTTES  
LIEU-DIT   LES TRESANES               
LIEU-DIT   LES TRIMOULETS             
LIEU-DIT   LES TROIS TAILLANTS        
LIEU-DIT   LES VERGNADES ET LES POUGE 
LIEU-DIT   LE VERNAZEAU               
LIEU-DIT   LE VERNET                  
LIEU-DIT   DE LA VIE                  
LIEU-DIT   LE CLAUD                   
LIEU-DIT   LA CORRESPONDANCE          
LIEU-DIT   LA SAGNE DU BOURGNON       
LIEU-DIT   LA TUILERIE                
LIEU-DIT   CHANTALOUETTE              
LIEU-DIT   LA SAGNE                   
LIEU-DIT   PARQUES                    
           commune :     NOUZERINES                     departement : CREUSE                        
LIEU-DIT   L AGE                      
LIEU-DIT   LES ANSANNES               
LIEU-DIT   LA BETOUILLIERE            
LIEU-DIT   LES BETOULLES              
LIEU-DIT   BOISCHEVRON                
LIEU-DIT   BRANDE DE BOISVORT         
LIEU-DIT   LES BRANDES DU MONT        
LIEU-DIT   CHEZ MERLIN                
LIEU-DIT   CHEZ TRILLAUD              
LIEU-DIT   LE CLUZEAU                 
LIEU-DIT   LES COMBES                 
LIEU-DIT   LES COSSADES               
LIEU-DIT   LES CURADES                
LIEU-DIT   LA FAYE                    
LIEU-DIT   LES FRAGNES                
LIEU-DIT   LE GRAND CARTERON          
LIEU-DIT   GRAND CHAMP                
LIEU-DIT   GRANDE CHAUME              
LIEU-DIT   LES GUERINS                
LIEU-DIT   LES JABLONS                
LIEU-DIT   LACHINAUD                  
LIEU-DIT   LES LIGONS                 
LIEU-DIT   LE MONT                    
LIEU-DIT   MONT AU LARD               
LIEU-DIT   MONT JOINT                 
LIEU-DIT   LE MONTAULARD              
LIEU-DIT   MONTPETUT                  
LIEU-DIT   NOUZERINES                 
LIEU-DIT   LA PAILLAUDE               
LIEU-DIT   LES PLATS                  
LIEU-DIT   LES PRADES                 
LIEU-DIT   LE PUY                     
LIEU-DIT   LA SAGNE                   
LIEU-DIT   LA SCIAUVE                 
LIEU-DIT   LE VERGER                  
LIEU-DIT   LA VERGNE ET BOISVORD      
LIEU-DIT   LA VILLETTE                
LIEU-DIT   LE BOURG                   
LIEU-DIT   BOIS VORT                  
LIEU-DIT   CHEZ BOTTIER               
LIEU-DIT   LA GRIVE                   
LIEU-DIT   LE GRAND MERY              
LIEU-DIT   LE PETIT MERY              
LIEU-DIT   LES PERRADES               
LIEU-DIT   LES PENADES                
LIEU-DIT   BELLEVUE                   
LIEU-DIT   LA VERGNE                  
LIEU-DIT   BOISVORD                   
RUE        DU LAVOIR                  
RUE        DES LILAS                  
PLACE      DE LA MAIRIE               
RUE        DES NOISETIERS             
RUE        DES NOYERS                 
RUE        DES TILLEULS               
           commune :     NOUZEROLLES                    departement : CREUSE                        
LIEU-DIT   LE BAILLEVANT              
LIEU-DIT   LE BOUCHER                 
LIEU-DIT   LE BOURG                   
LIEU-DIT   LE BRAGOULET               
LIEU-DIT   LE GRAND DOMAINE           
LIEU-DIT   LA JARRIGE                 
LIEU-DIT   LE PUY BALIEBRE            
LIEU-DIT   LA RAPIDIERE               
LIEU-DIT   LE BARON                   
           commune :     NOUZIERS                       departement : CREUSE                        
LIEU-DIT   LES ARMAGNATS              
LIEU-DIT   LES BARRES                 
LIEU-DIT   BEAUMONT                   
LIEU-DIT   LE BOIS DE FONTENY         
LIEU-DIT   LES BORDERIES              
LIEU-DIT   BORDESSOULLE               
LIEU-DIT   LE BOUCHERON               
LIEU-DIT   LES BOUIGES                
LIEU-DIT   BRANDE DE GROSPEAUD        
LIEU-DIT   BRANDE DE SARDET           
LIEU-DIT   BRANDE DE VILLEBASSE       
LIEU-DIT   BRANDE DES FONTEILLES      
LIEU-DIT   LES BREGEAUX               
LIEU-DIT   LES BREGEOLLES             
LIEU-DIT   LA COUR                    
LIEU-DIT   LES CURADES                
LIEU-DIT   LES FONTEILLES             
LIEU-DIT   LA FORGE                   
LIEU-DIT   LES FOUGERES               
LIEU-DIT   LA GARE                    
LIEU-DIT   LE GRAND PART              
LIEU-DIT   LES GRANDES PRUGNES        
LIEU-DIT   GRESSE                     
LIEU-DIT   GROSPEAUD                  
LIEU-DIT   LA JARRAUD                 
LIEU-DIT   LAFAT D EN BAS             
LIEU-DIT   LAFAT D EN HAUT            
LIEU-DIT   MALICORNE                  
LIEU-DIT   LES MAZEAUX                
LIEU-DIT   LES MENNERIES              
LIEU-DIT   LE MOULIN DE LA COUR       
LIEU-DIT   LE MOULIN DE LA GASSEROTTE 
LIEU-DIT   LE MOULIN DES FOUGERES     
LIEU-DIT   LE PETIT PART              
LIEU-DIT   LES PETITES PRUGNES        
LIEU-DIT   LES PICARDS                
LIEU-DIT   LES PIECES                 
LIEU-DIT   SAINT JOSEPH               
LIEU-DIT   SARDET                     
LIEU-DIT   LE SOUPET                  
LIEU-DIT   TAILLES GRESSE GRANDE BERG 
LIEU-DIT   BELLEVUE                   
LIEU-DIT   LE BOURG                   
LIEU-DIT   VILLEBASSE                 
LIEU-DIT   ANGLES                     
LIEU-DIT   LA GASSEROTTE              
LIEU-DIT   LE MARAIS GROSPAUD         
LIEU-DIT   PART                       
LIEU-DIT   LES PRUGNES                
           commune :     PARSAC                         departement : CREUSE                        
LOT        PRE MARCEAU                
           AIRE DE SERVICE RN 145     
LOT        CHAMP NADAUD               
LIEU-DIT   L AGE                      
LIEU-DIT   LES ANDRIEUX               
LIEU-DIT   LES BARRES                 
LIEU-DIT   BATEROT                    
LIEU-DIT   LES BENETS                 
LIEU-DIT   LES BOINES                 
LIEU-DIT   BOIS DE GOUTTEMANE         
LIEU-DIT   BOIS DE JARDON             
LIEU-DIT   BOIS DE LA CHAPELLE        
LIEU-DIT   BOIS DE LA GARENNE         
LIEU-DIT   BOIS DE LACROIX            
LIEU-DIT   BOIS DU FORT               
LIEU-DIT   LES BORDES                 
LIEU-DIT   LE BOURG                   
LIEU-DIT   LES BOURSES                
LIEU-DIT   BRAND DE L AGE             
LIEU-DIT   BRANDE DE CLAVARD          
LIEU-DIT   BRANDE DE MARSAT           
LIEU-DIT   BRANDE DE PIERRE ROUSSE    
LIEU-DIT   BRANDE DES ANDRIEUX        
LIEU-DIT   LES BREGERES               
LIEU-DIT   LES BRUYERES               
LIEU-DIT   BRUYERES DES BESSALLAS     
LIEU-DIT   LES CHABANNES              
LIEU-DIT   CHAMP BLANC                
LIEU-DIT   CHAMP DE LA MAISON         
LIEU-DIT   CHAMPS BLANCS              
LIEU-DIT   LA CHAPELLE                
LIEU-DIT   CHARLOT                    
LIEU-DIT   LES CHARVAILLES ET LES CHI 
LIEU-DIT   LES CHASSAGNAUDS           
LIEU-DIT   LE CHASSIN                 
LIEU-DIT   LE CHATAIGNIER             
LIEU-DIT   LE CHATEAU                 
LIEU-DIT   DE LA CHAUME               
LIEU-DIT   LA CHAUME                  
LIEU-DIT   CHEZ JOBERT                
LIEU-DIT   CHIER LONG                 
LIEU-DIT   LES CIMES                  
LIEU-DIT   LES CIMES DE LA PLAGNE     
LIEU-DIT   LES CLEDIERES              
LIEU-DIT   CLIDIERES                  
LIEU-DIT   LE CLOS                    
LIEU-DIT   LES COMBEAUX               
