20151101
06         ALPES MARITIMES               
RUE        DE LA FRAIRIE              
PLACE      GEN CORNIGLION MOLINIER    
BOULEVARD  GEORGES DEMONFAUCON        
PLACE      GUIGO LOUIS                
RUE        GUIGONIS PIERRE            
RUE        DES HEROS DE LA LIBERATION 
RUE        DES HEROS 1939 45          
RUE        DES HEROS 1914 1918        
RUE        DE L IRETTE                
PROMENADE  JEAN LAURENTI              
RUE        DE LA JUSTICE              
RUE        DU LAVOIR                  
RUE        DES LILAS                  
AVENUE     MARIE CHRISTINE DE FRANCE  
MTE        DE LA FORET                
MTE        DU PLATEAU                 
CHEMIN     DU NIEL                    
PROMENADE  NORBERT JAMME              
RUE        DES OLIVIERS               
AVENUE     PHILIPPE CORNIGLION        
RUE        DE LA PLACETTE             
RUE        DU PLANET                  
RUE        DU PLANET                  
RUE        DU PLATEAU CARLON          
RUE        DU PORTIQUE                
RUE        DU PRAOUL                  
RUE        DU RANQUE                  
RUE        SAINT JULIEN               
PROMENADE  SAINT SEBASTIEN            
RUE        DU SIRUOL                  
RUE        DE SOUTA VILLA             
RUE        SUPERIEURE                 
RUE        DES TERRASSES              
RUE        DU VALLON                  
AVENUE     DE VERDUN                  
PLACE      VIEILLE                    
RUE        DU 24 NOVEMBRE 1926        
           commune :     ROQUEBRUNE CAP MARTIN          departement : ALPES MARITIMES               
LIEU-DIT   AGE                        
LIEU-DIT   AMBIERD                    
LIEU-DIT   L AUSIERA INFERIEURE       
LIEU-DIT   L AUZIERA                  
LIEU-DIT   BAMASTRON                  
LIEU-DIT   BARROUAT                   
LIEU-DIT   BESTAGNE                   
LIEU-DIT   BIOSASCA                   
LIEU-DIT   BON VOYAGE                 
LIEU-DIT   BOURG                      
LIEU-DIT   BUSE                       
LIEU-DIT   CABBE                      
LIEU-DIT   CAMPAGNA                   
LIEU-DIT   CAMPAGNE DE MAURIN         
LIEU-DIT   LE CANNET                  
LIEU-DIT   CAP MARTIN                 
LIEU-DIT   CAP MARTIN DRAGONNIERE     
LIEU-DIT   CAP MARTIN FONTANOUILLE    
LIEU-DIT   CARNOLES CAMPAGNE          
LIEU-DIT   CARNOLES                   
LIEU-DIT   LES CARRIERES DE BON VOYAG 
LIEU-DIT   CARRIERES DE SAINT ROMAN   
LIEU-DIT   LES CASERNES               
LIEU-DIT   CAVA                       
LIEU-DIT   COASTA                     
LIEU-DIT   COUALA                     
LIEU-DIT   COUPIERE                   
LIEU-DIT   LE CROS                    
LIEU-DIT   CROS DE CASTE              
LIEU-DIT   DONDEA                     
LIEU-DIT   DONDEA INFERIEUR           
LIEU-DIT   DRAGONNIERE                
LIEU-DIT   LES ECOLES                 
LIEU-DIT   L ESTRADON                 
LIEU-DIT   FENOUIL                    
LIEU-DIT   FENOUIL SUPERIEUR          
LIEU-DIT   FIGHIERA                   
LIEU-DIT   FOND DE PEILLE             
LIEU-DIT   LA FOUANT                  
LIEU-DIT   FOUANTES                   
LIEU-DIT   GIUNCARELLA                
LIEU-DIT   GOLFE BLEU                 
LIEU-DIT   LE HAMEAU                  
LIEU-DIT   HAMEAU DE RICARD           
LIEU-DIT   LES HUBAGUES               
LIEU-DIT   INCOALA                    
LIEU-DIT   LARMA                      
LIEU-DIT   LASCASA                    
LIEU-DIT   LA LODOLA                  
LIEU-DIT   LA MAIRIE                  
LIEU-DIT   MASSOLIN                   
LIEU-DIT   MINGAO                     
LIEU-DIT   MONT GROS                  
LIEU-DIT   MONTEE DU PUE              
LIEU-DIT   LES MOULINS                
LIEU-DIT   ORTAS                      
LIEU-DIT   LA PAUSA                   
LIEU-DIT   PIAGGIA DIBARON            
LIEU-DIT   PIEMENERGO                 
LIEU-DIT   PINELLE                    
LIEU-DIT   LA PLAGE                   
LIEU-DIT   POINTE DU CAP MARTIN       
LIEU-DIT   PONT DE L UNION            
LIEU-DIT   PONTE                      
LIEU-DIT   PUE                        
LIEU-DIT   LES QUATRE CHEMINS         
LIEU-DIT   RAI                        
LIEU-DIT   RAMINGAO                   
LIEU-DIT   RAMINGAO SUPERIEUR         
LIEU-DIT   RAPPALIN                   
LIEU-DIT   RATAOU                     
LIEU-DIT   RAVENET                    
LIEU-DIT   REVEIA                     
LIEU-DIT   RICARD                     
LIEU-DIT   RIVA BELLA                 
LIEU-DIT   ROSSIGNOLA                 
LIEU-DIT   SAINT PANCRACE             
LIEU-DIT   SAINT ROMAN                
LIEU-DIT   SAINT ROMAN SUPERIEUR      
LIEU-DIT   SAINTE LUCIE               
LIEU-DIT   SCANDOURIN                 
LIEU-DIT   SEBOULIN                   
LIEU-DIT   SERRET                     
LIEU-DIT   SERRET SUPERIEUR           
LIEU-DIT   SOUS LA MADONE             
LIEU-DIT   SOUS SERRE                 
LIEU-DIT   SOUTA RIBA                 
LIEU-DIT   TERRAINS DES SPORTS        
LIEU-DIT   LA TORRACA                 
LIEU-DIT   LA TRANCHEE                
LIEU-DIT   VAL DE GORBIO              
LIEU-DIT   VAL DE VESQUI              
LIEU-DIT   VALLELUNGA                 
LIEU-DIT   LES VALLIERES BASSES       
LIEU-DIT   LES VALLIERES HAUTES       
LIEU-DIT   VALLON DE GORBIO           
LIEU-DIT   VALLONETTO                 
LIEU-DIT   LE VALLONNET               
LIEU-DIT   LE VENTAOU                 
LIEU-DIT   LA VEILLE                  
LIEU-DIT   VIGNA                      
LIEU-DIT   LE VILLAGE                 
LIEU-DIT   VISTAERO                   
LIEU-DIT   FERME DU MONT AGEL         
LIEU-DIT   PONT DE SAINT ROMAN        
LIEU-DIT   PEIRA GROSSA               
VALLEE     DE L ARME                  
BORD       DE MER                     
RUISSEAU   DE BON VOYAGE              
           LIMITE ADMINISTRATIVE      
AVENUE     DES AGAVES                 
AVENUE     AGERBOL                    
PROMENADE  ALBERT CAMUS               
AVENUE     ALBERT 1ER                 
IMPASSE    ALBINI                     
RUE        ALBINI                     
AVENUE     ANDRE MAUROIS              
AVENUE     DES ANEMONES               
RUE        ANTOINE PEGLION            
PLACE      ANTOINE REPAIRE            
RUE        AR GUMB                    
AVENUE     ARISTIDE BRIAND            
PLACE      DE L ARMEE DES ALPES       
AVENUE     DU BANASTRON               
IMPASSE    DU BANASTRON               
CHEMIN     DE LA BARMA                
CHEMIN     DU BARROUAT                
CHEMIN     DES BASTIDONS              
CHEMIN     DU BEACH                   
DSC        DU BEACH                   
ESC        DU BEAU REGARD             
IMPASSE    BEDOUX                     
AVENUE     BEDOUX                     
IMPASSE    BELLEVUE                   
ESC        BELLEVUE                   
AVENUE     DE BELGIQUE                
CHEMIN     DE BESTAGNE                
AVENUE     BELLEVUE                   
ESC        DE BON VOYAGE              
ROUTE      DU BORD DE MER             
PLACE      BRIGLIANO                  
AVENUE     ROBERT BINEAU              
           PEIRA GROSSA               
CHEMIN     DU BUSE                    
ESC        DES CACTEES                
CHEMIN     DU CANNET                  
CHEMIN     DE CANTINELLA              
CHEMIN     DES  CAROUBIERS            
IMPASSE    DES CAROUBIERS             
PROMENADE  DU CAP                     
PLACE      CAPITAINE VINCENT          
CHEMIN     DE CARNOLES CAMPAGNE       
CHEMIN     DES CASERNES               
CHEMIN     DE CAVA                    
AVENUE     CENTRALE                   
CHEMIN     DU CENTRE EQUESTRE         
ESC        CHANOINE GRANA             
RUE        DU CHATEAU                 
CHEMIN     DU CIMETIERE               
RUE        DES CITRONNIERS            
RUE        CLAUDE DEBUSSY             
AVENUE     DES CLEMENTINES            
PLACE      COMMANDANT RENIER          
PLACE      COMMISSAIRE HARANG         
AVENUE     DE LA CONCORDE             
AVENUE     DU CONCOURS HIPPIQUE       
AVENUE     LE CORBUSIER               
ESC        DE CORINTHILLE             
AVENUE     DE LA COTE D AZUR          
CHEMIN     DE LA COUALA               
CHEMIN     DE LA COUPIERE             
CHEMIN     DES CRETES DE ST PANCRASE  
CHEMIN     DU CROS                    
CHEMIN     DU CROS DE CASTE           
AVENUE     DES CYPRES                 
AVENUE     DU DANEMARK                
PLACE      DES DEUX FRERES            
ALLEE      DEVARS DU MAYNE            
PROMENADE  DE LA 1ERE DFL             
RUE        DES DIABLES BLEUS          
CHEMIN     DE DONDEA                  
AVENUE     DOUINE                     
CHEMIN     DE LA DRAGONNIERE          
CD         N 50 DIT DE GORBIO         
RUE        DE L EGLISE                
ESPLANADE  JEAN GIOAN                 
CHEMIN     DE FIGHIERA                
AVENUE     DES FLEURS                 
RUE        DE LA FONTAINE             
CHEMIN     DE FONTANOUILLE            
ROUTE      FORESTIERE  DES 3 MONTS    
IMPASSE    DU FOUR                    
AVENUE     DE FRANCE                  
AVENUE     FRANCOIS DE MONLEON        
RUE        FRANCOIS RATTO             
REMPART    FREDERIC CHOPIN            
AVENUE     GABRIEL HANOTAUX           
AVENUE     DE LA GARE                 
SENTIER    DE LA GARE                 
PLACE      GENERAL DE GAULLE          
AVENUE     GENERAL LECLERC            
CHEMIN     DES GENETS                 
SENTIER    DES GENETS                 
AVENUE     DES GENETS                 
AVENUE     GEORGES DRIN               
AVENUE     DES GERANIUMS              
CHEMIN     DU GOLFE BLEU              
CHEMIN     DE GORBIO                  
RUE        CHARLES GOUNOD             
ROUTE      GRANDE CORNICHE            
RUE        GRIMALDI                   
CHEMIN     DES GROTTES                
ESC        DES GROTTES                
MTE        DES GROTTES                
TRA        DES GROTTES                
AVENUE     HECTOR BERLIOZ             
RUE        HONORE AUGIER              
AVENUE     IMPERATRICE EUGENIE        
PLACE      INGRAM                     
PLACE      JEAN DE LATTRE DE TASSIGNY 
AVENUE     JEAN JAURES                
RUE        JULES MASSENET             
CAR        JEAN MOULIN                
BOULEVARD  DU LARVOTTO                
RUE        LASCARIS                   
AVENUE     DE LA LODOLA               
CHEMIN     DE LA LODOLA               
AVENUE     LOUIS LAURENS              
ALLEE      LOUIS  PIRRONI             
AVENUE     MARECHAL FOCH              
AVENUE     DES MARGUERITES            
AVENUE     MARIE HENRIETTE            
PLACE      MARIUS OTTO                
ESC        MASSOLIN                   
CHEMIN     DE MENTON                  
ESC        DE LA MER                  
AVENUE     DES MIMOSAS                
RUE        MONCOLLET                  
AVENUE     JEAN MONNET                
ALLEE      MONTE CRISTO               
AVENUE     MONTE CRISTO               
IMPASSE    DE MONTE CRISTO            
IMPASSE    MOTTO                      
PLACE      GENDARME MOREL             
RUE        DU MOULIN                  
           MOYENNE CORNICHE           
AVENUE     N DAME BON VOYAGE          
AVENUE     DES OLIVIERS               
AVENUE     DES ORCHIDEES              
CHEMIN     DES ORTAS                  
AVENUE     DE LA PAIX                 
AVENUE     DES PALMIERS               
AVENUE     PASTEUR                    
AVENUE     PAUL DOUMER                
           QRT PEIRA GROSSA           
CHEMIN     PELISSIER                  
RUE        PIE                        
IMPASSE    PIE                        
AVENUE     PIERRE CURIE               
AVENUE     DE LA PINEDE               
IMPASSE    PINELLE                    
CHEMIN     DES PINS                   
AVENUE     DE LA PLAGE                
ESC        DE LA PLAGE                
IMPASSE    DE L'ESCALIER DE LA PLAGE  
ESC        DU PLATANE                 
CHEMIN     DU PONTET                  
AVENUE     PRESIDENT KENNEDY          
ESC        DE PRETTO                  
AVENUE     PRINCESSE GRACE            
AVENUE     DE PROFONDEVILLE           
IMPASSE    DE PROVENCE                
CHEMIN     DU PUE                     
RUE        RATAOU                     
AVENUE     DU RAMINGAO                
RUE        MAURICE RAVEL              
AVENUE     RAYMOND POINCARE           
PLACE      DE LA REPUBLIQUE           
ESC        REVELLY                    
SENTIER    RICARD                     
ESC        RIVA BELLA                 
PROMENADE  ROBERT SCHUMAN             
IMPASSE    DES ROSES                  
AVENUE     SACHA GUITRY               
ESC        SAFT                       
PTTE       DE LA SARRIETTE            
CHEMIN     DE SAINTE LUCIE            
CAR        SAINT MARTIN               
CHEMIN     DE SAINT PANCRACE          
CHEMIN     DE ST ROMAN                
RUE        SCAROUGET                  
AVENUE     DU SEMAPHORE               
AVENUE     DU SERRET                  
ESC        DU SERRET                  
AVENUE     DU SERRET INFERIEUR        
ESC        ESCALIER SOEUR CLOTILDE    
RUE        SOU CROUTASSE              
RUE        SOUBRE CASA                
CHEMIN     SOUS LE MURIER             
CHEMIN     DE SOUTA RIBA              
PLACE      DU SOUVENIR FRANCAIS       
RUE        SPARAGET                   
AVENUE     DU STADE                   
MTE        DU STADE                   
PLACE      STALINGRAD                 
AVENUE     SYLVIO DE MONLEON          
SQUARE     SYLVIO DE MONLEON          
ROUTE      DU TENAO                   
SENTIER    DES TENNIS                 
CHEMIN     DE LA TORRACA              
ROUTE      DE LA TORRACA              
SENTIER    DE LA TRANCHEE             
ESC        DE LA TRANCHEE             
ROUTE      DE LA TURBIE               
SENTIER    TOURISTIQUE BORD DE MER    
AVENUE     DU VAL DE VESQUI           
RUE        DU  VAL  FLEURI            
CHEMIN     DU VAL DE GORBIO           
CHEMIN     DES VALLIERES              
CHEMIN     DU VALLONET                
AVENUE     VARAVILLA                  
SENTIER    DE LA VEILLE               
AVENUE     DE VERDUN                  
CHV        N 16 DIT SENT DU BORD MER  
IMPASSE    VIALE                      
RUE        VICTOR HUGO                
ROUTE      DE LA VIGIE                
DSC        DE LA VIGIE                
SENTIER    DU VIGNA                   
AVENUE     VILLAREM                   
AVENUE     VIRGINIE HERIOT            
BRTL       VISTAERO LA ROUSSE         
VOIE       ROMAINE                    
AVENUE     WINSTON CHURCHILL          
           commune :     ROQUEFORT-LES-PINS             departement : ALPES MARITIMES               
           CIDEX                      
           CENTRAL PARK               
DOMAINE    DU BOIS JOLI               
DOMAINE    DE PINDAMONTE              
DOMAINE    DE LA PINEDE               
DOMAINE    DE LA ROUVRAIE             
DOMAINE    SANTA MARIA                
DOMAINE    DU SINODON                 
DOMAINE    DE LA TOUR GRANET          
DOMAINE    DU VAL RIANT               
RESIDENCE  DU GOLF                    
HAM        DES CIGALES                
           JARDIN DU SINODON          
LOT        DE GIROVAL                 
LIEU-DIT   L AIRE DE BOULE            
LIEU-DIT   LES BAGUETTES              
LIEU-DIT   LES BATISTONS              
LIEU-DIT   BEAUME                     
LIEU-DIT   BEAUME GRANET              
LIEU-DIT   LE BEAUMON                 
LIEU-DIT   LES BERTRANDS              
LIEU-DIT   LE BOIS NEGRE              
LIEU-DIT   LES BOURRES                
LIEU-DIT   LE CAMOUYER                
LIEU-DIT   CAMP FLEURI                
LIEU-DIT   CAMP TRACIER               
LIEU-DIT   LA CARPENEE                
LIEU-DIT   LE CASTELLAS               
LIEU-DIT   LE CHATEAU                 
LIEU-DIT   LE CLAP DE GEOURGI         
LIEU-DIT   LES CLAPS                  
LIEU-DIT   LES CLAPS EST              
LIEU-DIT   LE CLOS                    
LIEU-DIT   LE CLOS DURAND             
LIEU-DIT   COLLE LONGUE               
LIEU-DIT   LE COLLET DE DARBOUSSON    
LIEU-DIT   LE COLLET DE MATROOU       
LIEU-DIT   LE COLLET DE MEROU         
