20151101
04         ALPES DE HAUTE-PROVENCE       
RUE        DES TRUFFES                
RUE        DES TULIPES                
CHEMIN     DE LA TUILERIE             
MTE        DE L UBAC                  
           QRT VALVERANNE             
CHEMIN     DES VANNADES               
BOULEVARD  DES VARZELLES              
CHEMIN     DES VARZELLES              
           QRT DES VARZELLES          
ALLEE      DE VERDUN                  
CHEMIN     DE VALVERANNE              
RUE        DE LA VICTOIRE             
ALLEE      J B VAN LOO                
CHEMIN     DES VERGERS                
IMPASSE    DE VALGAS                  
ALLEE      VICTOR D HERBES            
RUE        DE LA VIGNE                
CHEMIN     DE VILLEMUS                
CHEMIN     DE VILLEMUS A MANOSQUE     
PLACE      DE LA VILLETTE             
ALLEE      DES VIOLETTES              
RUE        VITAL BESSON               
RUE        VOLAND                     
RUE        VOLTAIRE                   
AVENUE     DE VOLX                    
ROUTE      DE VOLX                    
VTE        VIEILLE RTE DE VOLX        
MTE        DES VRAIES RICHESSES       
RUE        DES YEUSES                 
IMPASSE    DU CASTELLET               
IMPASSE    DES CHASSEURS              
MTE        DE L HUBAC                 
CHEMIN     DU CLOS DE PORTALES        
CHEMIN     LOUIS DUBOURGUIER          
CHEMIN     SAINT JEAN                 
CHEMIN     DES PRECHES                
ALLEE      GABRIEL LIPPMAN            
AVENUE     SAINT MAURICE              
CHEMIN     FOND DE DE GLORY           
AVENUE     GEORGES POMPIDOU           
           commune :     MARCOUX                        departement : ALPES DE HAUTE-PROVENCE       
LIEU-DIT   L ADRECH DE L ESCURE       
LIEU-DIT   BOIS LATTY                 
LIEU-DIT   CHAMP PENDU                
LIEU-DIT   CHAMP-REON                 
LIEU-DIT   LE COLLET DE MEUNIERE      
LIEU-DIT   COUGOURDE                  
LIEU-DIT   DEGOUTAIL                  
LIEU-DIT   LA FRACHE                  
LIEU-DIT   LA GRAND COLLE             
LIEU-DIT   GRAND HUBAC                
LIEU-DIT   L HUBAC DE L ESCURE        
LIEU-DIT   LAUX                       
LIEU-DIT   LA LAUZE                   
LIEU-DIT   LOGIS NEUF                 
LIEU-DIT   MAILLOUTIERS               
LIEU-DIT   MINJAUD                    
LIEU-DIT   PLAN                       
LIEU-DIT   PLAN DU MARDARIC           
LIEU-DIT   PLAN EST                   
LIEU-DIT   PRA PIOUVERT               
LIEU-DIT   PRADAS                     
LIEU-DIT   PRE NEUF                   
LIEU-DIT   PREBOUEZ                   
LIEU-DIT   PRES DU MOULIN             
LIEU-DIT   PRES DU POUS               
LIEU-DIT   LE ROCHASSAS               
LIEU-DIT   LES ROUBAUDS               
LIEU-DIT   SAINT-MARTIN               
LIEU-DIT   SERRE-LONG                 
LIEU-DIT   LE VILLAGE                 
LIEU-DIT   VILLE VIEILLE              
LIEU-DIT   VILLE VIEILLE EST          
LIEU-DIT   EMBOIS                     
LIEU-DIT   LES GRANGES                
LIEU-DIT   LA HAUTE PERRIERE          
LIEU-DIT   SAINT JACQUES              
LIEU-DIT   CLOS DE JALINES            
LIEU-DIT   L EDELWEISS                
LIEU-DIT   LE BOUINENC                
LIEU-DIT   LES CHENES                 
LIEU-DIT   LA CROIX                   
LIEU-DIT   LES UBACHONS               
LIEU-DIT   MAISON NEUVE               
CHEMIN     DE SAINT JEAN              
ROUTE      D ARCHAIL                  
CHEMIN     CHEMIN DE L'AMANDIER       
CHEMIN     DE LA CHAPELLE ST RAPHAEL  
CHEMIN     DU BOUINENC                
CHEMIN     CHEMIN DE LA GRANDE COLLE  
CHEMIN     DE COUGOURDE               
CHEMIN     CHEMIN DU PETIT DUC        
CHEMIN     DE LA CROIX                
CHEMIN     CHEMIN DES DOURBES         
CHEMIN     DES GRANGES                
PLACE      PLACETTE DE LA FONTAINE    
CHEMIN     DES HUBAGEONS              
CHEMIN     CHEMIN DE LA FRACHE        
CHEMIN     DU LAUX                    
ESPLANADE  ESPACE MAIRIE              
CHEMIN     DU MARDARIC                
CHEMIN     CHEMIN DU DEGOUTAIL        
CHEMIN     DE MINJAUD                 
ALLEE      ALLEE CHARLES DE GAULLE    
CHEMIN     DU MOULIN                  
CHEMIN     CHEMIN DE MILLENIUM        
CHEMIN     NOUVEAU CIMETIERE          
ROUTE      DE BARCELONNETTE           
CHEMIN     DE L OMBRE                 
ROUTE      DES HUBAGEONS              
CHEMIN     PLAN EST                   
CHEMIN     PONT DE BOUINENC           
PLACE      DE PRA-PIOUVERT            
CHEMIN     DE PRA PIOUVERT            
CHEMIN     DU PRE AU POUS             
CHEMIN     PRE DU MOULIN              
CHEMIN     CHEMIN DE PRE NEUF         
CHEMIN     DES ROUBAUDS               
CHEMIN     CHEMIN DU COULET REDON     
CHEMIN     DES SAGNES                 
CHEMIN     DE TUILERAIE               
CHEMIN     CHEMIN DES PRUNIERES       
CHEMIN     DU VALLON DE COUGOURDE     
CHEMIN     CHEMIN DE VIRASSET         
IMPASSE    IMPASSE DES VIGNES         
CHEMIN     CHEMIN DE SERRECOURT       
CHEMIN     CHEMIN DES VERGERS         
CHEMIN     CHEMIN DES ESTRUGES        
CHEMIN     CHEMIN DE SAINT LAURENT    
ROUTE      ROUTE DE CHAMP-PENDU       
CHEMIN     CHEMIN DE SAINT MARTIN     
CHEMIN     CHEMIN DE SAINT JACQUES    
CHEMIN     CHEMIN DE MAISON NEUVE     
CHEMIN     CHEMIN DE CHAMPREON        
CHEMIN     CHEMIN DE DENTILLON        
PLACE      PLACE DU 19 MARS 1962      
PLACE      PLACE DE L'EGLISE          
RUE        DE MALLEVIEILLE            
CHEMIN     CHEMIN DE SAINTE MADELEINE 
MTE        MONTEE SAINT ETIENNE       
MTE        MONTEE SAINTE ANNE         
RUE        RUE SAINT ANTOINE          
RUELLE     RUELLE DU FOUR             
RUELLE     RUELLE DE LA MOUSTARDIERE  
PLACE      PLACE SAINT ANTOINE        
MTE        MONTEE SAINT MICHEL        
IMPASSE    IMPASSE DU ROUQUET         
ROUTE      ROUTE DE DIGNE A SEYNE     
ROUTE      ROUTE DU PIGEON BLANC      
ROUTE      ROUTE DU VILLAGE           
ROUTE      DU ROBINAS                 
ROUTE      ROUTE DU CLOS DE JALINES   
ROUTE      ROUTE DES LAUX             
ROUTE      ROUTE DE SAINT JEAN        
ROUTE      ROUTE DE LA CROIX          
ROUTE      ROUTE DES GRANGES          
ROUTE      ROUTE DU MARDARIC          
           commune :     MEAILLES                       departement : ALPES DE HAUTE-PROVENCE       
LIEU-DIT   LES ABRICS                 
LIEU-DIT   L ADRECH                   
LIEU-DIT   ALLEBOUE                   
LIEU-DIT   BAUMETTES                  
LIEU-DIT   BUCHAILLON                 
LIEU-DIT   CAPITOU                    
LIEU-DIT   LE CASSET                  
LIEU-DIT   CHALMETTE                  
LIEU-DIT   CHAMP JAUBERT              
LIEU-DIT   CHAMPREON                  
LIEU-DIT   CHANIERE ET PERTUIS        
LIEU-DIT   CHENEVIER                  
LIEU-DIT   LA CLAP                    
LIEU-DIT   CLOT MUREAU ET SAINTE ANNE 
LIEU-DIT   COLLE BASSE                
LIEU-DIT   LA COMBE                   
LIEU-DIT   CONDAMINE                  
LIEU-DIT   COTE DANDIGOU              
LIEU-DIT   CUL DE BOEUF               
LIEU-DIT   LA FERRAGE                 
LIEU-DIT   FONT DE LA GRAIE           
LIEU-DIT   LA FOREST ET FENOUIL       
LIEU-DIT   LA GARE                    
LIEU-DIT   LA GORGETTE                
LIEU-DIT   L HUBAC                    
LIEU-DIT   LA LARE                    
LIEU-DIT   MAOUNA                     
LIEU-DIT   LA MONTAGNE                
LIEU-DIT   PELLONNIERE                
LIEU-DIT   LA PINEE                   
LIEU-DIT   LES PRES                   
LIEU-DIT   LE RUCH                    
LIEU-DIT   LES SAUCHES                
LIEU-DIT   SERRE DE BEAUVEZER         
LIEU-DIT   LE VILLAGE                 
LIEU-DIT   LES VILLARS                
           commune :     LES MEES                       departement : ALPES DE HAUTE-PROVENCE       
LOT        LA CHAUCHIERE              
RESIDENCE  MAISON DE RETRAITE         
LOT        BEL AIR                    
LOT        LE CLOS DES SARRAZINES     
LOT        LA FARIGOULETTE            
RESIDENCE  LES VERGERS NORD           
RESIDENCE  LES VERGERS SUD            
LIEU-DIT   ADRECH DE L AUBRESPIN      
LIEU-DIT   L ANNONCIADE               
LIEU-DIT   L ARMADE                   
LIEU-DIT   L AUBRESPIN                
LIEU-DIT   LES BANCS                  
LIEU-DIT   LES BAROUS                 
LIEU-DIT   LE BAS ADRECH DE L AUBRESP 
LIEU-DIT   LE BAS HUBAC DE MOUREICHE  
LIEU-DIT   LA BASSE GREE              
LIEU-DIT   LA BASTIDE BLANCHE         
LIEU-DIT   LA BAUME                   
LIEU-DIT   BEL AIR                    
LIEU-DIT   BELLON                     
LIEU-DIT   LES BEROARDES              
LIEU-DIT   LA BESSONNE                
LIEU-DIT   LE BOUDET                  
LIEU-DIT   LES BOURELLES              
LIEU-DIT   BOUZARAN                   
LIEU-DIT   LA BUISSIERE               
LIEU-DIT   BUSQUE                     
LIEU-DIT   LA CABANE                  
LIEU-DIT   LA CARAVASSE               
LIEU-DIT   LES CERISIERS              
LIEU-DIT   LES CEZARDES               
LIEU-DIT   CHAMOYE                    
LIEU-DIT   CHAPUS                     
LIEU-DIT   LA CHAUCHIERE              
LIEU-DIT   LA CITADELLE               
LIEU-DIT   LE CLAUSS                  
LIEU-DIT   LA COLLE D ABARIS          
LIEU-DIT   LA COLLE DE FERAUD         
LIEU-DIT   LE COLOMBIER               
LIEU-DIT   LA COMBE                   
LIEU-DIT   COMBE ANDRIEU              
LIEU-DIT   CORNILLE                   
LIEU-DIT   LA COSTE                   
LIEU-DIT   COT POINTU                 
LIEU-DIT   LE COUGNET                 
LIEU-DIT   LA CROIX                   
LIEU-DIT   DABISSE                    
LIEU-DIT   DESSUS LE RIOU             
LIEU-DIT   LA DEYMIERE                
LIEU-DIT   LES DOUNAS                 
LIEU-DIT   LA DRAYE LONGUE            
LIEU-DIT   L ESCALLE                  
LIEU-DIT   FONT DU BUISSON            
LIEU-DIT   FONT DU RENARD             
LIEU-DIT   FOUGNARELLES               
LIEU-DIT   LES FOURCHES               
LIEU-DIT   GANDARON                   
LIEU-DIT   LES GARGAS                 
LIEU-DIT   LA GARIASSE                
LIEU-DIT   GAUDEMARD                  
LIEU-DIT   LA GRAND GORGE             
LIEU-DIT   LA GRAND PIECE DE LA GREE  
LIEU-DIT   LES GRANDES PIECES         
LIEU-DIT   LES GRANDS LEYES           
LIEU-DIT   GRATTE CONIL               
LIEU-DIT   GRATTE CONIL DU THOR       
LIEU-DIT   GRAYETTE                   
LIEU-DIT   HAMEAU DE DABISSE          
LIEU-DIT   HAMEAU DES POURCELLES      
LIEU-DIT   LE HAUT COUGNET            
LIEU-DIT   LE HAUT SAN PEYRE          
LIEU-DIT   LA HAUTE COSTE             
LIEU-DIT   LA HAUTE GREE              
LIEU-DIT   HAUTE MOUREICHE            
LIEU-DIT   HUBAC DE L AUBRESPIN       
LIEU-DIT   HUBAC DE MOUREICHE         
LIEU-DIT   LES HUBACS                 
LIEU-DIT   L ISCLE                    
LIEU-DIT   JAS DE TEISSIER            
LIEU-DIT   JAS DES AIRES              
LIEU-DIT   JAS DES DOURBES            
LIEU-DIT   JAUTAR                     
LIEU-DIT   JONCHIERES                 
LIEU-DIT   LAUTIN                     
LIEU-DIT   LA LAUVE                   
LIEU-DIT   LA LECHE                   
LIEU-DIT   LEOUVIERE                  
LIEU-DIT   LA LOMBARDE                
LIEU-DIT   LA MAGNANE                 
LIEU-DIT   MAL NOURRIS                
LIEU-DIT   LA MAUCHE                  
LIEU-DIT   LES MAURELLES              
LIEU-DIT   LA MOUISSE                 
LIEU-DIT   LE MOULIN                  
LIEU-DIT   MOUREICHE                  
LIEU-DIT   MOURUFY                    
LIEU-DIT   NOTRE DAME                 
LIEU-DIT   LA NOUYEIRIE               
LIEU-DIT   PAILLEROLS                 
LIEU-DIT   LE PARAIRE                 
LIEU-DIT   LE PEAOU                   
LIEU-DIT   LES PENITENTS              
LIEU-DIT   PEPINS DES GARGAS          
LIEU-DIT   LES PETITS CAMPS           
LIEU-DIT   LES PEUPLIERS DE GAYON     
LIEU-DIT   PICON                      
LIEU-DIT   LA PLAINE DE PAILLEROLS    
LIEU-DIT   PLAINE DU GREAS            
LIEU-DIT   LES PLAINES DE HAUTE MONTA 
LIEU-DIT   LES PLAINES DE LA CHAPELLE 
LIEU-DIT   LES PLAINES DE LA QUESTION 
LIEU-DIT   LES PLAINES DES MAURELLES  
LIEU-DIT   LES PLAINES LA BASSE MONTA 
LIEU-DIT   PLAN DE TALON              
LIEU-DIT   LA PLANE                   
LIEU-DIT   POINTE DU PEAOU            
LIEU-DIT   LES PONCHES                
LIEU-DIT   PONT DE CHANORE            
LIEU-DIT   PONT DE DIGNE              
LIEU-DIT   PONTICE DE GRATTE CONIL    
LIEU-DIT   LES POURCELLES             
LIEU-DIT   LES PRADAS                 
LIEU-DIT   LES PRADAS DES POURCELLES  
LIEU-DIT   LES PRES D ASTRUC          
LIEU-DIT   LA PRISE D EAU             
LIEU-DIT   QUEUES LONGUES             
LIEU-DIT   RAGONY                     
LIEU-DIT   RASSAIN                    
LIEU-DIT   RAVIN DE LA MORT           
LIEU-DIT   REDON                      
LIEU-DIT   RESERVE DE LA TABIACE      
LIEU-DIT   RETENAUD                   
LIEU-DIT   LA ROBERTE                 
LIEU-DIT   LES ROBERTES               
LIEU-DIT   LE ROSSIGNOL               
LIEU-DIT   LA ROUVIERE                
LIEU-DIT   SAINT MICHEL               
LIEU-DIT   SAINT MICHEL NORD          
LIEU-DIT   SAINT PIERRE               
LIEU-DIT   SAN PEYRE                  
LIEU-DIT   LES SANGUINIERS            
LIEU-DIT   LE SEUIL                   
LIEU-DIT   LA TABIACE                 
LIEU-DIT   LES TAPOULETS              
LIEU-DIT   TAURA                      
LIEU-DIT   LES THUMINS                
LIEU-DIT   LA TOURRACHE               
LIEU-DIT   LES TRABUCS                
LIEU-DIT   LES TRABUQUETS             
LIEU-DIT   TRABUQUETTE                
LIEU-DIT   LA TRICHAUDE               
LIEU-DIT   LA TUILLIERE               
LIEU-DIT   LA VACHERIE                
LIEU-DIT   VALLAS                     
LIEU-DIT   LES VARZELLES              
LIEU-DIT   LES VERGERS DE PROVENCE    
LIEU-DIT   VIEUX PAILLEROLS           
LIEU-DIT   LES VIGNES DE LA COSTE     
LIEU-DIT   LE VILLAGE                 
LIEU-DIT   LES MAS DU PARAIRE         
LIEU-DIT   ZONE INDUSTRIELLE          
LIEU-DIT   SAINT JOSEPH               
LOT        BEAU SOLEIL                
LOT        METAE                      
LOT        LE VERGER DES PENITENTS    
LOT        LE PLEIN SUD               
RUE        DES ACACIAS                
RUE        ALPHONSE DAUDET            
RUE        ANDRE LAGIER               
RUE        DE L ANNONCIADE            
RUE        BEAUSEJOUR                 
RUE        BONNE FONTAINE             
RUE        BOUCHERIE                  
TRA        DE LA BUISSIERE            
CHEMIN     DE LA CHAUCHIERE           
RUE        CLOVIS PICON               
CHEMIN     DU COLOMBIER               
ALLEE      DE LA CROIX                
RUE        DANS VILLE                 
CHEMIN     DE LA DIGUE                
RUE        DE LA DURANCE              
PLACE      DE L EGLISE                
RUE        DE L EGLISE                
