20151101
94         VAL DE MARNE                  
LIEU-DIT   LE BOIS SANTENY            
LIEU-DIT   DOMAINE DE GROSBOIS        
LIEU-DIT   LA TUILERIE                
LIEU-DIT   BOIS NOTRE DAME            
LIEU-DIT   LA BUTTE AU BERGER         
LIEU-DIT   LE GRAND POTAGER           
LIEU-DIT   CENTRE HIPPIQUE LES BAGAUD 
RUE        ANTOINE MOTTHEAU           
RUE        DES AUBEPINES              
REMPART    DES BAGAUDES               
RUE        DES BERGERS                
AVENUE     DE LA BERGERIE             
RUE        DES BOQUETEAUX             
           CHE DES MEUNIERS           
REMPART    DES BOIS                   
REMPART    DE LA BUTTE AU BERGER      
AVENUE     DE LA BELLE IMAGE          
RUE        DES BLANCS BOULEAUX        
RUE        DES BUCHERONS              
CHEMIN     BOISSY A MAROLLES          
AVENUE     DES BRUYERES               
ALLEE      DES BLANCS BOULEAUX        
RUE        DES BLES D OR              
RUE        DES BOTTELEURS             
RUE        DES BOUVIERS               
RUE        DES BOURRELIERS            
ROUTE      DE BRIE                    
RUE        DES BRUYERES               
RUE        DES CHARRONS               
AVENUE     DES BUISSONS               
RUE        DES CHARRETIERS            
CHEMIN     DE DERRIERE LES CLOS       
RUE        DES CHARPENTIERS           
RUE        DE LA CRESSONNIERE         
RUE        DES CHAUMES                
RUE        DES COUTELIERS             
RUE        DES CHAUDRONNIERS          
RUE        DU CHENE A CASSE CROUTE    
RUE        DES CORDELIERS             
RUE        DU COTEAU                  
CRS        28 MAROLLES MAISON BLANCHE 
CHEMIN     MAROLLES A LA QUEUE        
RUE        CHASSE LIEVRE              
PLACE      CHARLES DE GAULLE          
MAIL       DES CHAMPS                 
RUE        DES CHARRONS               
RUE        DES DINANDIERS             
ALLEE      DE LA DISTILLERIE          
CHEMIN     DIT AUX VACHES             
RUE        DES ESPALIERS              
RUE        DES FANEUSES               
RUE        DES FLEURISTES             
RUE        DE LA FOLLE AVOINE         
RUE        DES FORGERONS              
RUE        DE LA FERME AUX ROSES      
CHEMIN     DE LA FONTAINE FROIDE      
RUE        DES FOURNEAUX              
RUE        DES FERRONNIERS            
RUE        DES FORESTIERS             
RUE        DES FOULEURS               
RUE        DES GARDES                 
RUE        DES GERBES                 
RUE        DES GLANEUSES              
PLACE      AUX GRAINS                 
RUE        DU GRAND CHENE             
RUE        DES GRANDS ROSEAUX         
RUE        DES GRANDS PRES            
ALLEE      DES GRAVIERS               
SQUARE     HERON CENDRE               
REMPART    DU HETRE                   
RUE        DES GUERETS                
AVENUE     DE GROSBOIS                
RUE        DES JACHERES               
ALLEE      DES JARDINS                
RUE        DES JARDINIERS             
RUE        JEAN BORDIER               
ROUTE      DE MAROLLES A SANTENY      
RUE        JEAN MAGLOIRE PIQUET       
MAIL       DE LA JUSTICE              
N          N 19 DE PARIS A BALE       
RUE        DES LABOURS                
RUE        DES LABOUREURS             
CHEMIN     DE LA MAISON BLANCHE       
RUE        DES MEULES                 
AVENUE     MAL DE LATTRE DE TASSIGNY  
RUE        DES MARCHANDS              
RUE        DES MARAICHERS             
RUE        DES MARECHAUX FERRANTS     
RUE        DES MOISSONNEURS           
RUE        DES MENUISIERS             
AVENUE     DES MOISSONS               
RUE        DES MENETRIERS             
ALLEE      DE L'ORANGERIE             
RUE        DES ORFEVRES               
AVENUE     DU PARC                    
CRS        DU PARC AU CHEVAL          
RUE        DES PASTOUREAUX            
RUE        DE LA PORTE DES BOIS       
RUE        DES POTIERS                
RUE        PIERRE BEZANCON            
RUE        DU PRESSOIR                
PLACE      DES QUATRE SAISONS         
AVENUE     DES QUARANTE ARPENTS       
RUE        DE LA QUEUE DE RENARD      
ALLEE      DE LA RENARDIERE           
ALLEE      DU REVEILLON               
RUE        DES REMOULEURS             
           RPT DES MOISSONS           
ROUTE      NATIONALE 19               
GR         GRANDE RUE                 
AVENUE     DE LA SAUSSAYE             
REMPART    DE LA SAUSSAYE             
RUE        DES SABOTIERS              
RUE        DES SAVETIERS              
RUE        DU FBG SAINT MARCEAU       
RUE        DES SELLIERS               
RUE        DES SEMIS                  
RUE        DES SEMEURS                
RUE        DES SILLONS                
CHEMIN     SUCY A LESIGNY             
CHEMIN     DE SUCY A VILLEMENON       
RUE        DES TISSERANDS             
RUE        DES TAILLANDIERS           
CHEMIN     VO N2 DE MAROLLES A BRIE   
RUE        DES TAILLIS                
ALLEE      DES TILLEULS               
AVENUE     DES UZELLES                
RUE        DU VALLON                  
RUE        DES VENDANGEURS            
RUE        DES VERGERS                
RUE        DES VIGNERONS              
CR         COUR DES THIBAUT           
           commune :     NOGENT SUR MARNE               departement : VAL DE MARNE                  
LIEU-DIT   ILE DES LOUPS              
LIEU-DIT   PETIT BRAS DE LA MARNE     
LIEU-DIT   LES VILLEMAINS             
           LA MARNE                   
VOIE       FERREE PARIS MULHOUSE      
AUTOROUTE  A 86                       
PONT       DE NOGENT                  
LIGN       RER A                      
GARE       RER A                      
RUE        A GUILLEMINAULT            
IMPASSE    A SOREL                    
RUE        A SOREL                    
BOULEVARD  ALBERT 1ER                 
RUE        A ANCELLET                 
RUE        A COURBET                  
VILLA      ANDRE                      
RUE        ANDRE PONTIER              
RUE        DES ANGLES                 
RUE        ANQUETIL                   
RUE        DE L ARBOUST               
RUE        DE L ARDILLIERE            
RUE        DE L ARMISTICE             
RUE        AUGUSTE PECHINEZ           
RUE        AUNIER                     
RUE        DE BAPAUME                 
SENTIER    DES BAS VILLEMINS          
RUE        BAUYN DE PERREUSE          
AVENUE     BEAUSEJOUR                 
CHEMIN     DE L ILE DE BEAUTE         
           ILE DE BEAUTE              
RUE        DE BEAUTE                  
VILLA      DE BEAUTE                  
AVENUE     DE LA BELLE GABRIELLE      
IMPASSE    BELLEVUE                   
SENTIER    DE BELLEVUE                
IMPASSE    BERGER                     
RUE        BRILLET                    
RUE        CABIT                      
SQUARE     D ESTIENNE D ORVES         
RUE        CARNOT                     
RUE        DES CHAPEAUX DE PAILLE     
AVENUE     CHARLES V                  
RUE        CHARLES VII                
AVENUE     DES CHATAIGNIERS           
RUE        DE CHATEAUDUN              
VILLA      DES CHENES                 
VILLA      CLEMENCE HENRIETTE         
RUE        DES CLAMARTS               
RUE        DU COLONEL FABIEN          
RUE        DU CDT MARCHAND            
RUE        DE COULMIERS               
RUE        DE LA CROIX HEURTEBISE     
IMPASSE    DE LA CROIX POMMIER        
RUE        CURE CARREAU               
PASSAGE    CURY                       
RUE        CURY                       
RUE        ROI DAGOBERT               
RUE        DES DEFENSEURS DE VERDUN   
BOULEVARD  DES DEUX COMMUNES          
AVENUE     DE DIANE                   
AVENUE     DUVELLEROY                 
RUE        EDMOND VITRY               
RUE        EDOUARD HERRIOT            
RUE        EDOUARD RENARD             
RUE        E BRISSON                  
ALLEE      DES EPIVANS                
RUE        E ZOLA                     
RUE        EUGENE GALBRUN             
PLACE      DE L EUROPE                
PLACE      DE L EUROPE                
SQUARE     LA FONTAINE                
RUE        DE FONTENAY                
RUE        DU FORT                    
RUE        F ROLLAND                  
RUE        F ROOSEVELT                
RUE        GABRIEL PERI               
BOULEVARD  GALLIENI                   
BOULEVARD  GAMBETTA                   
PLACE      DE LA GARE                 
RUE        DE LA GARE                 
RUE        GASTON MARGERIE            
RUE        GENERAL CHANZY             
RUE        GENERAL FAIDHERBE          
PLACE      GENERAL LECLERC            
BOULEVARD  GEORGES V                  
AVENUE     G CLEMENCEAU               
IMPASSE    DES GRILLONS               
           GR  RUE CHARLES DE GAULLE  
AVENUE     GUGNON                     
RUE        G A VIVIER                 
RUE        G LEBEGUE                  
RUE        GUY MOQUET                 
SENTIER    DES HAUTS VILLEMAINS       
RUE        HENRY DUNANT               
RUE        DES HEROS NOGENTAIS        
RUE        HOCHE                      
RUE        JACQUES KABLE              
RUE        J B COIGNARD               
RUE        JEAN GUY LABARBE           
PLACE      JEAN MERMOZ                
RUE        JEAN SOULES                
RUE        JEAN MONNET                
RUE        JEAN MOULIN                
IMPASSE    JEANNE MARGUERITE          
RUE        DU JEU DE L ARC            
RUE        DU JEU DE PAUME            
AVENUE     DE JOINVILLE               
RUE        JOSE DUPUIS                
RUE        JULES FERRY                
CAR        JULIEN ROGER               
AVENUE     KLEBER                     
RUE        DU LAC                     
RUE        DE LARBOUST                
AVENUE     DE LATTRE DE TASSIGNY      
VILLA      LEBEGUE                    
VILLA      LEDOUX                     
RUE        LEMANCEL                   
RUE        LOUIS LEON LEPOUTRE        
RUE        LEPRINCE                   
RUE        LEQUESNE                   
RUE        DE LA LIBERATION           
RUE        LIEUTENANT OHRESSER        
RUE        DE LILLE                   
           ILE DES LOUPS              
RUE        LUCIEN BELLIVIER           
IMPASSE    DU LUXEMBOURG              
AVENUE     MADELEINE SMITH CHAMPION   
PLACE      DE LA MAIRIE               
RUE        DE LA MAIRIE               
RUE        MARCEAU                    
VILLA      MARCEAU                    
RUE        MARCELLE                   
IMPASSE    MARCHAND                   
PLACE      DU MARCHE                  
MAR        CENTRAL                    
MAR        GAMBETTA                   
RUE        DU MARECHAL FAYOLLE        
REMPART    MAL FOCH                   
AVENUE     MARECHAL F D ESPEREY       
AVENUE     DU MAL JOFFRE              
AVENUE     MARECHAL LYAUTEY           
AVENUE     MARECHAL MAUNOURY          
RUE        DU MAL VAILLANT            
VILLA      MARIE ELEONORE             
RUE        DES MARLIERES              
BOULEVARD  DE LA MARNE                
AVENUE     DES MARRONNIERS            
RUE        MANESSIER                  
PLACE      MAURICE CHEVALIER          
AVENUE     DES MERISIERS              
RUE        DE LA MUETTE               
RUE        DE MULHOUSE                
RUE        DE NANCY                   
RUE        NAZARE                     
AVENUE     DE NEPTUNE                 
           STATION DE NOGENT          
           GARE NOGENT PERREUX        
IMPASSE    DU NORD                    
RUE        NOUVELLE                   
IMPASSE    NUGHES                     
RUE        NUNGESSER ET COLI          
PLACE      NUNGESSER ET COLI          
AVENUE     ODETTE                     
RUE        O LAURENT                  
IMPASSE    DE L OUEST                 
IMPASSE    DES PAINS                  
VILLA      DU PARC                    
RUE        PARMENTIER                 
RUE        PASTEUR                    
RUE        PAUL BERT                  
RUE        PAUL DOUMER                
RUE        PIERRE BROSSOLETTE         
PLACE      P SEMARD                   
ALLEE      DE PLAISANCE               
RUE        DE PLAISANCE               
RUE        PLISSON                    
AVENUE     POLTON                     
RUE        PONT NOYELLES              
QUAI       DU PORT                    
RUE        DU PORT                    
           VIL DE LA PRAIRIE          
CHEMIN     DU PRESSOIR                
RUE        RAYMOND JOSSERAND          
BOULEVARD  DE LA REPUBLIQUE           
AVENUE     SIMONE                     
AVENUE     DE LA SOURCE               
SENTIER    SOUS CHATEAUDUN            
SENTIER    SOUS PLAISANCE             
ROUTE      DE STALINGRAD              
ROUTE      NATIONALE 34               
ROUTE      NATIONALE  186             
BOULEVARD  DE STRASBOURG              
AVENUE     SUZANNE                    
RUE        DE ST QUENTIN              
RUE        ST SEBASTIEN               
RUE        STE ANNE                   
VILLA      STE MARTHE                 
PASSAGE    DE LA TAVERNE              
PLACE      DU THEATRE                 
RUE        THEODORE HONORE            
RUE        THIERS                     
AVENUE     DES TILLEULS               
AVENUE     DU VAL DE BEAUTE           
RUE        DU VIADUC                  
RUE        VICTOR BASCH               
AVENUE     VICTOR HUGO                
RUELLE     DES VIGNERONS              
RUE        DES VISELETS               
AVENUE     WATTEAU                    
RUE        WINSTON CHURCHILL          
RUE        YVON                       
           commune :     NOISEAU                        departement : VAL DE MARNE                  
LIEU-DIT   LA BANIERE                 
